cust_no,obs_dt,x1_1,x1_2,x1_3,x1_4,x1_5,x1_6,x1_7,x1_8,x1_9,x1_10,x1_11,x1_12,x1_13,x1_14,x1_15,x1_16,x1_17,x1_18,x1_19,x1_20,x1_21,x1_22,x3_1,x3_2,x3_3,x3_4,x3_5,x3_6,x3_7,x3_8,x3_9,x3_10,x3_11,x3_12,x3_13,x3_14,x3_15,x3_16,x3_17,x3_18,x3_19,x3_20,x3_21,x3_22,x6_1,x6_2,x6_3,x6_4,x6_5,x6_6,x6_7,x6_8,x6_9,x6_10,x6_11,x6_12,x6_13,x6_14,x6_15,x6_16,x6_17,x6_18,x6_19,x6_20,x6_21,x6_22,x9_1,x9_2,x9_3,x9_4,x9_5,x9_6,x9_7,x9_8,x9_9,x9_10,x9_11,x9_12,x9_13,x9_14,x9_15,x9_16,x9_17,x9_18,x9_19,x9_20,x9_21,x9_22,x12_1,x12_2,x12_3,x12_4,x12_5,x12_6,x12_7,x12_8,x12_9,x12_10,x12_11,x12_12,x12_13,x12_14,x12_15,x12_16,x12_17,x12_18,x12_19,x12_20,x12_21,x12_22
3000755366,20200630,1.00 ,3229.17 ,1.00 ,3229.17 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,3229.17 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,9583.34 ,3.00 ,9583.34 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,9583.34 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.00 ,9687.51 ,4.00 ,9687.51 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.00 ,9687.51 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.00 ,9687.51 ,4.00 ,9687.51 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.00 ,9687.51 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.00 ,9687.51 ,4.00 ,9687.51 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.00 ,9687.51 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3000631929,20200630,3.00 ,4309.30 ,1.00 ,1436.33 ,0.33 ,0.33 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1436.33 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,5.00 ,7135.63 ,3.00 ,4262.66 ,0.60 ,0.60 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,4262.66 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,8.00 ,11351.96 ,6.00 ,8478.99 ,0.75 ,0.75 ,0.00 ,0.00 ,0.00 ,0.00 ,6.00 ,8478.99 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,9.00 ,12185.96 ,7.00 ,9312.99 ,0.78 ,0.76 ,0.00 ,0.00 ,0.00 ,0.00 ,7.00 ,9312.99 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,9.00 ,12185.96 ,7.00 ,9312.99 ,0.78 ,0.76 ,0.00 ,0.00 ,0.00 ,0.00 ,7.00 ,9312.99 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3000780773,20200630,1.00 ,4606.94 ,1.00 ,4606.94 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,4606.94 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,12037.49 ,3.00 ,12037.49 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,12037.49 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,12037.49 ,3.00 ,12037.49 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,12037.49 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,12037.49 ,3.00 ,12037.49 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,12037.49 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,12037.49 ,3.00 ,12037.49 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,12037.49 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3000619753,20200630,1.00 ,4202.22 ,1.00 ,4202.22 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,4202.22 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,12471.11 ,3.00 ,12471.11 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,12471.11 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.00 ,24806.66 ,6.00 ,24806.66 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.00 ,24806.66 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,8.00 ,30635.55 ,8.00 ,30635.55 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,8.00 ,30635.55 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,8.00 ,30635.55 ,8.00 ,30635.55 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,8.00 ,30635.55 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3000642676,20200630,4.00 ,2142.00 ,4.00 ,2142.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.00 ,2142.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,12.00 ,5808.65 ,12.00 ,5808.65 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,12.00 ,5808.65 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,13.00 ,6121.15 ,13.00 ,6121.15 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,13.00 ,6121.15 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,13.00 ,6121.15 ,13.00 ,6121.15 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,13.00 ,6121.15 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,13.00 ,6121.15 ,13.00 ,6121.15 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,13.00 ,6121.15 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3000624794,20200630,1.00 ,5812.50 ,1.00 ,5812.50 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,5812.50 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,17250.00 ,3.00 ,17250.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,17250.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.00 ,34312.50 ,6.00 ,34312.50 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.00 ,34312.50 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,8.00 ,40500.00 ,8.00 ,40500.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,8.00 ,40500.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,8.00 ,40500.00 ,8.00 ,40500.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,8.00 ,40500.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3000614200,20200331,1.00 ,966.67 ,1.00 ,966.67 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,966.67 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,3033.33 ,3.00 ,3033.33 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,3033.33 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,5.00 ,4533.33 ,5.00 ,4533.33 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,5.00 ,4533.33 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,5.00 ,4533.33 ,5.00 ,4533.33 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,5.00 ,4533.33 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,5.00 ,4533.33 ,5.00 ,4533.33 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,5.00 ,4533.33 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3000412736,20200331,1.00 ,4253.33 ,1.00 ,4253.33 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,4253.33 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,13346.67 ,3.00 ,13346.67 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,13346.67 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,5.00 ,21120.00 ,5.00 ,21120.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,5.00 ,21120.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,5.00 ,21120.00 ,5.00 ,21120.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,5.00 ,21120.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,5.00 ,21120.00 ,5.00 ,21120.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,5.00 ,21120.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3000551351,20191231,1.00 ,5208.33 ,1.00 ,5208.33 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,5208.33 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,15798.60 ,3.00 ,15798.60 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,15798.60 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.00 ,28645.81 ,6.00 ,28645.81 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.00 ,28645.81 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.00 ,28645.81 ,6.00 ,28645.81 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.00 ,28645.81 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.00 ,28645.81 ,6.00 ,28645.81 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.00 ,28645.81 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3000609218,20191231,1.00 ,1083.33 ,1.00 ,1083.33 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1083.33 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2094.44 ,2.00 ,2094.44 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2094.44 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2094.44 ,2.00 ,2094.44 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2094.44 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2094.44 ,2.00 ,2094.44 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2094.44 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2094.44 ,2.00 ,2094.44 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2094.44 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3000189597,20200331,1.00 ,5210.33 ,1.00 ,5210.33 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,5210.33 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,16349.67 ,3.00 ,16349.67 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,16349.67 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.00 ,32699.34 ,6.00 ,32699.34 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.00 ,32699.34 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,9.00 ,49228.68 ,9.00 ,49228.68 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,9.00 ,49228.68 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,10.00 ,51025.35 ,10.00 ,51025.35 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,10.00 ,51025.35 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3000618044,20200630,1.00 ,1920.97 ,1.00 ,1920.97 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1920.97 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,5700.94 ,3.00 ,5700.94 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,5700.94 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.00 ,11339.91 ,6.00 ,11339.91 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.00 ,11339.91 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,8.00 ,14066.44 ,8.00 ,14066.44 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,8.00 ,14066.44 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,8.00 ,14066.44 ,8.00 ,14066.44 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,8.00 ,14066.44 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3000631331,20200630,1.00 ,3668.33 ,1.00 ,3668.33 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,3668.33 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,10886.66 ,3.00 ,10886.66 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,10886.66 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.00 ,21418.33 ,6.00 ,21418.33 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.00 ,21418.33 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.00 ,21418.33 ,6.00 ,21418.33 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.00 ,21418.33 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.00 ,21418.33 ,6.00 ,21418.33 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.00 ,21418.33 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3000572909,20191231,1.00 ,8466.67 ,1.00 ,8466.67 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,8466.67 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,25682.23 ,3.00 ,25682.23 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,25682.23 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.00 ,34148.90 ,4.00 ,34148.90 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.00 ,34148.90 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.00 ,34148.90 ,4.00 ,34148.90 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.00 ,34148.90 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.00 ,34148.90 ,4.00 ,34148.90 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.00 ,34148.90 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3000782263,20200630,1.00 ,936.46 ,1.00 ,936.46 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,936.46 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,2416.67 ,3.00 ,2416.67 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,2416.67 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,2416.67 ,3.00 ,2416.67 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,2416.67 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,2416.67 ,3.00 ,2416.67 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,2416.67 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,2416.67 ,3.00 ,2416.67 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,2416.67 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3000666334,20200331,1.00 ,2829.51 ,1.00 ,2829.51 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2829.51 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,6342.01 ,3.00 ,6342.01 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,6342.01 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,6342.01 ,3.00 ,6342.01 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,6342.01 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,6342.01 ,3.00 ,6342.01 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,6342.01 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,6342.01 ,3.00 ,6342.01 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,6342.01 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3000645253,20200331,1.00 ,2314.36 ,1.00 ,2314.36 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2314.36 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,7262.30 ,3.00 ,7262.30 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,7262.30 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.00 ,7581.52 ,4.00 ,7581.52 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.00 ,7581.52 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.00 ,7581.52 ,4.00 ,7581.52 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.00 ,7581.52 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.00 ,7581.52 ,4.00 ,7581.52 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.00 ,7581.52 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3000726079,20200630,1.00 ,2945.00 ,1.00 ,2945.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2945.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,8740.00 ,3.00 ,8740.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,8740.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.00 ,9595.00 ,4.00 ,9595.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.00 ,9595.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.00 ,9595.00 ,4.00 ,9595.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.00 ,9595.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.00 ,9595.00 ,4.00 ,9595.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.00 ,9595.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3000618380,20200630,1.00 ,5381.94 ,1.00 ,5381.94 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,5381.94 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,15972.21 ,3.00 ,15972.21 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,15972.21 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.00 ,31770.81 ,6.00 ,31770.81 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.00 ,31770.81 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,8.00 ,39409.70 ,8.00 ,39409.70 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,8.00 ,39409.70 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,8.00 ,39409.70 ,8.00 ,39409.70 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,8.00 ,39409.70 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
