cust_no,dubil_num_3,dubil_num_6,dubil_num_9,dubil_num_12,count_loan_3,count_loan_6,count_loan_9,count_loan_12,count_payoff_loan_3,count_payoff_loan_6,count_payoff_loan_9,count_payoff_loan_12,count_nopayoff_loan_3,count_nopayoff_loan_6,count_nopayoff_loan_9,count_nopayoff_loan_12,count_earlypayoff_loan_3,count_earlypayoff_loan_6,count_earlypayoff_loan_9,count_earlypayoff_loan_12,count_normalpayoff_loan_3,count_normalpayoff_loan_6,count_normalpayoff_loan_9,count_normalpayoff_loan_12,count_ovduepayoff_loan_3,count_ovduepayoff_loan_6,count_ovduepayoff_loan_9,count_ovduepayoff_loan_12,ovdue_payoff_trade_max_3,ovdue_payoff_trade_max_6,ovdue_payoff_trade_max_9,ovdue_payoff_trade_max_12,ovdue_payoff_trade_min_3,ovdue_payoff_trade_min_6,ovdue_payoff_trade_min_9,ovdue_payoff_trade_min_12,early_payoff_trade_max_3,early_payoff_trade_max_6,early_payoff_trade_max_9,early_payoff_trade_max_12,early_payoff_trade_min_3,early_payoff_trade_min_6,early_payoff_trade_min_9,early_payoff_trade_min_12,obj_date,lon_amt_12,lon_amt_9,lon_amt_6,lon_amt_3,sum_amt_12,sum_amt_9,sum_amt_6,sum_amt_3,sum_payoff_amt_12,sum_payoff_amt_9,sum_payoff_amt_6,sum_payoff_amt_3,sum_nopayoff_amt_12,sum_nopayoff_amt_9,sum_nopayoff_amt_6,sum_nopayoff_amt_3,sum_earlypayoff_amt_12,sum_earlypayoff_amt_9,sum_earlypayoff_amt_6,sum_earlypayoff_amt_3,sum_normalpayoff_amt_12,sum_normalpayoff_amt_9,sum_normalpayoff_amt_6,sum_normalpayoff_amt_3,sum_ovduepayoff_amt_12,sum_ovduepayoff_amt_9,sum_ovduepayoff_amt_6,sum_ovduepayoff_amt_3,count_nopayoff_loan_rate_12,count_nopayoff_loan_rate_9,count_nopayoff_loan_rate_6,count_nopayoff_loan_rate_3,sum_nopayoff_amt_loan_rate_12,sum_nopayoff_amt_loan_rate_9,sum_nopayoff_amt_loan_rate_6,sum_nopayoff_amt_loan_rate_3,count_earlypayoff_loan_rate_12,count_earlypayoff_loan_rate_9,count_earlypayoff_loan_rate_6,count_earlypayoff_loan_rate_3,sum_earlypayoff_amt_rate_12,sum_earlypayoff_amt_rate_9,sum_earlypayoff_amt_rate_6,sum_earlypayoff_amt_rate_3,count_normalpayoff_loan_rate_12,count_normalpayoff_loan_rate_9,count_normalpayoff_loan_rate_6,count_normalpayoff_loan_rate_3,sum_normalpayoff_amt_rate_12,sum_normalpayoff_amt_rate_9,sum_normalpayoff_amt_rate_6,sum_normalpayoff_amt_rate_3,count_ovduepayoff_loan_rate_12,count_ovduepayoff_loan_rate_9,count_ovduepayoff_loan_rate_6,count_ovduepayoff_loan_rate_3,sum_ovduepayoff_amt_rate_12,sum_ovduepayoff_amt_rate_9,sum_ovduepayoff_amt_rate_6,sum_ovduepayoff_amt_rate_3,
3000650684,113.00 ,113.00 ,113.00 ,113.00 ,113.00 ,113.00 ,113.00 ,113.00 ,89.00 ,89.00 ,89.00 ,89.00 ,24.00 ,24.00 ,24.00 ,24.00 ,89.00 ,89.00 ,89.00 ,89.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,363.00 ,363.00 ,363.00 ,363.00 ,363.00 ,363.00 ,363.00 ,363.00 ,20200331,170000.00 ,170000.00 ,170000.00 ,170000.00 ,170000.00 ,170000.00 ,170000.00 ,170000.00 ,50000.00 ,50000.00 ,50000.00 ,50000.00 ,170000.00 ,170000.00 ,170000.00 ,170000.00 ,50000.00 ,50000.00 ,50000.00 ,50000.00 ,,,,,,,,,0.21 ,0.21 ,0.21 ,0.21 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,0.00 ,0.00 ,0.00 ,0.00 ,,,,,
3000600032,86.00 ,86.00 ,86.00 ,86.00 ,86.00 ,86.00 ,86.00 ,86.00 ,0.00 ,0.00 ,0.00 ,0.00 ,86.00 ,86.00 ,86.00 ,86.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,344000.00 ,344000.00 ,344000.00 ,344000.00 ,344000.00 ,344000.00 ,344000.00 ,344000.00 ,,,,,344000.00 ,344000.00 ,344000.00 ,344000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
4001445680,436.00 ,449.00 ,449.00 ,449.00 ,436.00 ,449.00 ,449.00 ,449.00 ,0.00 ,0.00 ,0.00 ,0.00 ,436.00 ,449.00 ,449.00 ,449.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,420000.00 ,420000.00 ,420000.00 ,420000.00 ,420000.00 ,420000.00 ,420000.00 ,420000.00 ,,,,,420000.00 ,420000.00 ,420000.00 ,420000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000598430,92.00 ,184.00 ,184.00 ,184.00 ,92.00 ,184.00 ,184.00 ,184.00 ,0.00 ,0.00 ,0.00 ,0.00 ,92.00 ,184.00 ,184.00 ,184.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,,,,,500000.00 ,500000.00 ,500000.00 ,500000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000660251,78.00 ,78.00 ,78.00 ,78.00 ,78.00 ,78.00 ,78.00 ,78.00 ,0.00 ,0.00 ,0.00 ,0.00 ,78.00 ,78.00 ,78.00 ,78.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,179000.00 ,179000.00 ,179000.00 ,179000.00 ,179000.00 ,179000.00 ,179000.00 ,179000.00 ,,,,,179000.00 ,179000.00 ,179000.00 ,179000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000624671,184.00 ,266.00 ,266.00 ,266.00 ,184.00 ,266.00 ,266.00 ,266.00 ,0.00 ,0.00 ,0.00 ,0.00 ,184.00 ,266.00 ,266.00 ,266.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,841000.00 ,841000.00 ,841000.00 ,841000.00 ,841000.00 ,841000.00 ,841000.00 ,841000.00 ,,,,,841000.00 ,841000.00 ,841000.00 ,841000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000661322,48.00 ,48.00 ,48.00 ,48.00 ,48.00 ,48.00 ,48.00 ,48.00 ,29.00 ,29.00 ,29.00 ,29.00 ,19.00 ,19.00 ,19.00 ,19.00 ,29.00 ,29.00 ,29.00 ,29.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,365.00 ,365.00 ,365.00 ,365.00 ,365.00 ,365.00 ,365.00 ,365.00 ,20200331,540000.00 ,540000.00 ,540000.00 ,540000.00 ,540000.00 ,540000.00 ,540000.00 ,540000.00 ,50000.00 ,50000.00 ,50000.00 ,50000.00 ,490000.00 ,490000.00 ,490000.00 ,490000.00 ,50000.00 ,50000.00 ,50000.00 ,50000.00 ,,,,,,,,,0.40 ,0.40 ,0.40 ,0.40 ,0.91 ,0.91 ,0.91 ,0.91 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,0.00 ,0.00 ,0.00 ,0.00 ,,,,,
3000654243,113.00 ,117.00 ,117.00 ,117.00 ,113.00 ,117.00 ,117.00 ,117.00 ,0.00 ,0.00 ,0.00 ,0.00 ,113.00 ,117.00 ,117.00 ,117.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,400000.00 ,400000.00 ,400000.00 ,400000.00 ,400000.00 ,400000.00 ,400000.00 ,400000.00 ,,,,,400000.00 ,400000.00 ,400000.00 ,400000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000585657,92.00 ,159.00 ,159.00 ,159.00 ,92.00 ,159.00 ,159.00 ,159.00 ,0.00 ,0.00 ,0.00 ,0.00 ,92.00 ,159.00 ,159.00 ,159.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,200000.00 ,200000.00 ,200000.00 ,200000.00 ,200000.00 ,200000.00 ,200000.00 ,200000.00 ,,,,,200000.00 ,200000.00 ,200000.00 ,200000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000578862,92.00 ,184.00 ,219.00 ,219.00 ,92.00 ,184.00 ,219.00 ,219.00 ,0.00 ,0.00 ,0.00 ,0.00 ,92.00 ,184.00 ,219.00 ,219.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,100000.00 ,100000.00 ,100000.00 ,100000.00 ,100000.00 ,100000.00 ,100000.00 ,100000.00 ,,,,,100000.00 ,100000.00 ,100000.00 ,100000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000660615,168.00 ,168.00 ,168.00 ,168.00 ,168.00 ,168.00 ,168.00 ,168.00 ,0.00 ,0.00 ,0.00 ,0.00 ,168.00 ,168.00 ,168.00 ,168.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,1000000.00 ,1000000.00 ,1000000.00 ,1000000.00 ,1000000.00 ,1000000.00 ,1000000.00 ,1000000.00 ,,,,,1000000.00 ,1000000.00 ,1000000.00 ,1000000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000155358,92.00 ,184.00 ,276.00 ,295.00 ,92.00 ,184.00 ,276.00 ,295.00 ,0.00 ,0.00 ,0.00 ,0.00 ,92.00 ,184.00 ,276.00 ,295.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,400000.00 ,400000.00 ,400000.00 ,400000.00 ,400000.00 ,400000.00 ,400000.00 ,400000.00 ,,,,,400000.00 ,400000.00 ,400000.00 ,400000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000615741,184.00 ,293.00 ,293.00 ,293.00 ,184.00 ,293.00 ,293.00 ,293.00 ,0.00 ,0.00 ,0.00 ,0.00 ,184.00 ,293.00 ,293.00 ,293.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,484000.00 ,484000.00 ,484000.00 ,484000.00 ,484000.00 ,484000.00 ,484000.00 ,484000.00 ,,,,,484000.00 ,484000.00 ,484000.00 ,484000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000433278,92.00 ,184.00 ,276.00 ,307.00 ,92.00 ,184.00 ,276.00 ,307.00 ,0.00 ,0.00 ,0.00 ,0.00 ,92.00 ,184.00 ,276.00 ,307.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,308000.00 ,308000.00 ,308000.00 ,308000.00 ,308000.00 ,308000.00 ,308000.00 ,308000.00 ,,,,,308000.00 ,308000.00 ,308000.00 ,308000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000746760,16.00 ,16.00 ,16.00 ,16.00 ,16.00 ,16.00 ,16.00 ,16.00 ,0.00 ,0.00 ,0.00 ,0.00 ,16.00 ,16.00 ,16.00 ,16.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,,,,,500000.00 ,500000.00 ,500000.00 ,500000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000749610,9.00 ,9.00 ,9.00 ,9.00 ,9.00 ,9.00 ,9.00 ,9.00 ,0.00 ,0.00 ,0.00 ,0.00 ,9.00 ,9.00 ,9.00 ,9.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,52000.00 ,52000.00 ,52000.00 ,52000.00 ,52000.00 ,52000.00 ,52000.00 ,52000.00 ,,,,,52000.00 ,52000.00 ,52000.00 ,52000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000693751,75.00 ,75.00 ,75.00 ,75.00 ,75.00 ,75.00 ,75.00 ,75.00 ,0.00 ,0.00 ,0.00 ,0.00 ,75.00 ,75.00 ,75.00 ,75.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,412000.00 ,412000.00 ,412000.00 ,412000.00 ,412000.00 ,412000.00 ,412000.00 ,412000.00 ,,,,,412000.00 ,412000.00 ,412000.00 ,412000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000168853,20.00 ,20.00 ,20.00 ,20.00 ,20.00 ,20.00 ,20.00 ,20.00 ,0.00 ,0.00 ,0.00 ,0.00 ,20.00 ,20.00 ,20.00 ,20.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,400000.00 ,400000.00 ,400000.00 ,400000.00 ,400000.00 ,400000.00 ,400000.00 ,400000.00 ,,,,,400000.00 ,400000.00 ,400000.00 ,400000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000524368,276.00 ,552.00 ,580.00 ,580.00 ,276.00 ,552.00 ,580.00 ,580.00 ,0.00 ,0.00 ,0.00 ,0.00 ,276.00 ,552.00 ,580.00 ,580.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,201500.00 ,201500.00 ,201500.00 ,201500.00 ,201500.00 ,201500.00 ,201500.00 ,201500.00 ,,,,,201500.00 ,201500.00 ,201500.00 ,201500.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000448987,92.00 ,184.00 ,184.00 ,184.00 ,92.00 ,184.00 ,184.00 ,184.00 ,0.00 ,0.00 ,0.00 ,0.00 ,92.00 ,184.00 ,184.00 ,184.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,360000.00 ,360000.00 ,360000.00 ,360000.00 ,360000.00 ,360000.00 ,360000.00 ,360000.00 ,,,,,360000.00 ,360000.00 ,360000.00 ,360000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000656458,90.00 ,90.00 ,90.00 ,90.00 ,90.00 ,90.00 ,90.00 ,90.00 ,0.00 ,0.00 ,0.00 ,0.00 ,90.00 ,90.00 ,90.00 ,90.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,50000.00 ,50000.00 ,50000.00 ,50000.00 ,50000.00 ,50000.00 ,50000.00 ,50000.00 ,,,,,50000.00 ,50000.00 ,50000.00 ,50000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000646741,85.00 ,85.00 ,85.00 ,85.00 ,85.00 ,85.00 ,85.00 ,85.00 ,0.00 ,0.00 ,0.00 ,0.00 ,85.00 ,85.00 ,85.00 ,85.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,150000.00 ,150000.00 ,150000.00 ,150000.00 ,150000.00 ,150000.00 ,150000.00 ,150000.00 ,,,,,150000.00 ,150000.00 ,150000.00 ,150000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000629374,92.00 ,128.00 ,128.00 ,128.00 ,92.00 ,128.00 ,128.00 ,128.00 ,0.00 ,0.00 ,0.00 ,0.00 ,92.00 ,128.00 ,128.00 ,128.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,303000.00 ,303000.00 ,303000.00 ,303000.00 ,303000.00 ,303000.00 ,303000.00 ,303000.00 ,,,,,303000.00 ,303000.00 ,303000.00 ,303000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000642826,92.00 ,110.00 ,110.00 ,110.00 ,92.00 ,110.00 ,110.00 ,110.00 ,0.00 ,0.00 ,0.00 ,0.00 ,92.00 ,110.00 ,110.00 ,110.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,,,,,500000.00 ,500000.00 ,500000.00 ,500000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000411061,92.00 ,184.00 ,257.00 ,257.00 ,92.00 ,184.00 ,257.00 ,257.00 ,0.00 ,0.00 ,0.00 ,0.00 ,92.00 ,184.00 ,257.00 ,257.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,400000.00 ,400000.00 ,400000.00 ,400000.00 ,400000.00 ,400000.00 ,400000.00 ,400000.00 ,,,,,400000.00 ,400000.00 ,400000.00 ,400000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000629017,92.00 ,128.00 ,128.00 ,128.00 ,92.00 ,128.00 ,128.00 ,128.00 ,0.00 ,0.00 ,0.00 ,0.00 ,92.00 ,128.00 ,128.00 ,128.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,,,,,500000.00 ,500000.00 ,500000.00 ,500000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000635311,276.00 ,342.00 ,342.00 ,342.00 ,276.00 ,342.00 ,342.00 ,342.00 ,0.00 ,0.00 ,0.00 ,0.00 ,276.00 ,342.00 ,342.00 ,342.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,271000.00 ,271000.00 ,271000.00 ,271000.00 ,271000.00 ,271000.00 ,271000.00 ,271000.00 ,,,,,271000.00 ,271000.00 ,271000.00 ,271000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000433208,276.00 ,520.00 ,664.00 ,702.00 ,276.00 ,520.00 ,664.00 ,702.00 ,276.00 ,470.00 ,542.00 ,542.00 ,0.00 ,50.00 ,122.00 ,160.00 ,276.00 ,470.00 ,542.00 ,542.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,308.00 ,308.00 ,308.00 ,308.00 ,262.00 ,262.00 ,262.00 ,262.00 ,20200331,3000000.00 ,3000000.00 ,3000000.00 ,3000000.00 ,3000000.00 ,3000000.00 ,3000000.00 ,3000000.00 ,3000000.00 ,3000000.00 ,3000000.00 ,3000000.00 ,3000000.00 ,3000000.00 ,2000000.00 ,,3000000.00 ,3000000.00 ,3000000.00 ,3000000.00 ,,,,,,,,,0.23 ,0.18 ,0.10 ,0.00 ,1.00 ,1.00 ,0.67 ,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,0.00 ,0.00 ,0.00 ,0.00 ,,,,,
3000382334,92.00 ,184.00 ,276.00 ,367.00 ,92.00 ,184.00 ,276.00 ,367.00 ,92.00 ,184.00 ,260.00 ,260.00 ,0.00 ,0.00 ,16.00 ,107.00 ,92.00 ,184.00 ,260.00 ,260.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,224.00 ,224.00 ,224.00 ,224.00 ,224.00 ,224.00 ,224.00 ,224.00 ,20200331,450000.00 ,450000.00 ,450000.00 ,450000.00 ,450000.00 ,450000.00 ,450000.00 ,450000.00 ,450000.00 ,450000.00 ,450000.00 ,450000.00 ,450000.00 ,450000.00 ,,,450000.00 ,450000.00 ,450000.00 ,450000.00 ,,,,,,,,,0.29 ,0.06 ,0.00 ,0.00 ,1.00 ,1.00 ,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,0.00 ,0.00 ,0.00 ,0.00 ,,,,,
3000552446,92.00 ,184.00 ,271.00 ,271.00 ,92.00 ,184.00 ,271.00 ,271.00 ,0.00 ,0.00 ,0.00 ,0.00 ,92.00 ,184.00 ,271.00 ,271.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,1000000.00 ,1000000.00 ,1000000.00 ,1000000.00 ,1000000.00 ,1000000.00 ,1000000.00 ,1000000.00 ,,,,,1000000.00 ,1000000.00 ,1000000.00 ,1000000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000215087,92.00 ,184.00 ,276.00 ,348.00 ,92.00 ,184.00 ,276.00 ,348.00 ,80.00 ,80.00 ,80.00 ,80.00 ,12.00 ,104.00 ,196.00 ,268.00 ,80.00 ,80.00 ,80.00 ,80.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,98.00 ,98.00 ,98.00 ,98.00 ,98.00 ,98.00 ,98.00 ,98.00 ,20200331,263000.00 ,263000.00 ,263000.00 ,263000.00 ,263000.00 ,263000.00 ,263000.00 ,263000.00 ,263000.00 ,263000.00 ,263000.00 ,263000.00 ,263000.00 ,263000.00 ,263000.00 ,263000.00 ,263000.00 ,263000.00 ,263000.00 ,263000.00 ,,,,,,,,,0.77 ,0.71 ,0.57 ,0.13 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,0.00 ,0.00 ,0.00 ,0.00 ,,,,,
