cust_no,dubil_num_3,dubil_num_6,dubil_num_9,dubil_num_12,count_loan_3,count_loan_6,count_loan_9,count_loan_12,count_payoff_loan_3,count_payoff_loan_6,count_payoff_loan_9,count_payoff_loan_12,count_nopayoff_loan_3,count_nopayoff_loan_6,count_nopayoff_loan_9,count_nopayoff_loan_12,count_earlypayoff_loan_3,count_earlypayoff_loan_6,count_earlypayoff_loan_9,count_earlypayoff_loan_12,count_normalpayoff_loan_3,count_normalpayoff_loan_6,count_normalpayoff_loan_9,count_normalpayoff_loan_12,count_ovduepayoff_loan_3,count_ovduepayoff_loan_6,count_ovduepayoff_loan_9,count_ovduepayoff_loan_12,ovdue_payoff_trade_max_3,ovdue_payoff_trade_max_6,ovdue_payoff_trade_max_9,ovdue_payoff_trade_max_12,ovdue_payoff_trade_min_3,ovdue_payoff_trade_min_6,ovdue_payoff_trade_min_9,ovdue_payoff_trade_min_12,early_payoff_trade_max_3,early_payoff_trade_max_6,early_payoff_trade_max_9,early_payoff_trade_max_12,early_payoff_trade_min_3,early_payoff_trade_min_6,early_payoff_trade_min_9,early_payoff_trade_min_12,obj_date,lon_amt_12,lon_amt_9,lon_amt_6,lon_amt_3,sum_amt_12,sum_amt_9,sum_amt_6,sum_amt_3,sum_payoff_amt_12,sum_payoff_amt_9,sum_payoff_amt_6,sum_payoff_amt_3,sum_nopayoff_amt_12,sum_nopayoff_amt_9,sum_nopayoff_amt_6,sum_nopayoff_amt_3,sum_earlypayoff_amt_12,sum_earlypayoff_amt_9,sum_earlypayoff_amt_6,sum_earlypayoff_amt_3,sum_normalpayoff_amt_12,sum_normalpayoff_amt_9,sum_normalpayoff_amt_6,sum_normalpayoff_amt_3,sum_ovduepayoff_amt_12,sum_ovduepayoff_amt_9,sum_ovduepayoff_amt_6,sum_ovduepayoff_amt_3,count_nopayoff_loan_rate_12,count_nopayoff_loan_rate_9,count_nopayoff_loan_rate_6,count_nopayoff_loan_rate_3,sum_nopayoff_amt_loan_rate_12,sum_nopayoff_amt_loan_rate_9,sum_nopayoff_amt_loan_rate_6,sum_nopayoff_amt_loan_rate_3,count_earlypayoff_loan_rate_12,count_earlypayoff_loan_rate_9,count_earlypayoff_loan_rate_6,count_earlypayoff_loan_rate_3,sum_earlypayoff_amt_rate_12,sum_earlypayoff_amt_rate_9,sum_earlypayoff_amt_rate_6,sum_earlypayoff_amt_rate_3,count_normalpayoff_loan_rate_12,count_normalpayoff_loan_rate_9,count_normalpayoff_loan_rate_6,count_normalpayoff_loan_rate_3,sum_normalpayoff_amt_rate_12,sum_normalpayoff_amt_rate_9,sum_normalpayoff_amt_rate_6,sum_normalpayoff_amt_rate_3,count_ovduepayoff_loan_rate_12,count_ovduepayoff_loan_rate_9,count_ovduepayoff_loan_rate_6,count_ovduepayoff_loan_rate_3,sum_ovduepayoff_amt_rate_12,sum_ovduepayoff_amt_rate_9,sum_ovduepayoff_amt_rate_6,sum_ovduepayoff_amt_rate_3,
3000370136,92.00 ,184.00 ,276.00 ,296.00 ,92.00 ,184.00 ,276.00 ,296.00 ,0.00 ,0.00 ,0.00 ,0.00 ,92.00 ,184.00 ,276.00 ,296.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,190000.00 ,190000.00 ,190000.00 ,190000.00 ,190000.00 ,190000.00 ,190000.00 ,190000.00 ,,,,,190000.00 ,190000.00 ,190000.00 ,190000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000585812,92.00 ,184.00 ,208.00 ,208.00 ,92.00 ,184.00 ,208.00 ,208.00 ,0.00 ,0.00 ,0.00 ,0.00 ,92.00 ,184.00 ,208.00 ,208.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,189000.00 ,189000.00 ,189000.00 ,189000.00 ,189000.00 ,189000.00 ,189000.00 ,189000.00 ,,,,,189000.00 ,189000.00 ,189000.00 ,189000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000559586,92.00 ,184.00 ,217.00 ,217.00 ,92.00 ,184.00 ,217.00 ,217.00 ,0.00 ,0.00 ,0.00 ,0.00 ,92.00 ,184.00 ,217.00 ,217.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,138000.00 ,138000.00 ,138000.00 ,138000.00 ,138000.00 ,138000.00 ,138000.00 ,138000.00 ,,,,,138000.00 ,138000.00 ,138000.00 ,138000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000564815,184.00 ,368.00 ,489.00 ,489.00 ,184.00 ,368.00 ,489.00 ,489.00 ,0.00 ,0.00 ,0.00 ,0.00 ,184.00 ,368.00 ,489.00 ,489.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,400000.00 ,400000.00 ,400000.00 ,400000.00 ,400000.00 ,400000.00 ,400000.00 ,400000.00 ,,,,,400000.00 ,400000.00 ,400000.00 ,400000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000607895,92.00 ,163.00 ,163.00 ,163.00 ,92.00 ,163.00 ,163.00 ,163.00 ,0.00 ,0.00 ,0.00 ,0.00 ,92.00 ,163.00 ,163.00 ,163.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,168000.00 ,168000.00 ,168000.00 ,168000.00 ,168000.00 ,168000.00 ,168000.00 ,168000.00 ,,,,,168000.00 ,168000.00 ,168000.00 ,168000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000616034,92.00 ,97.00 ,97.00 ,97.00 ,92.00 ,97.00 ,97.00 ,97.00 ,0.00 ,0.00 ,0.00 ,0.00 ,92.00 ,97.00 ,97.00 ,97.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,300000.00 ,300000.00 ,300000.00 ,300000.00 ,300000.00 ,300000.00 ,300000.00 ,300000.00 ,,,,,300000.00 ,300000.00 ,300000.00 ,300000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000622763,92.00 ,134.00 ,134.00 ,134.00 ,92.00 ,134.00 ,134.00 ,134.00 ,0.00 ,0.00 ,0.00 ,0.00 ,92.00 ,134.00 ,134.00 ,134.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,1242000.00 ,1242000.00 ,1242000.00 ,1242000.00 ,1242000.00 ,1242000.00 ,1242000.00 ,1242000.00 ,,,,,1242000.00 ,1242000.00 ,1242000.00 ,1242000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000655256,92.00 ,92.00 ,92.00 ,92.00 ,92.00 ,92.00 ,92.00 ,92.00 ,0.00 ,0.00 ,0.00 ,0.00 ,92.00 ,92.00 ,92.00 ,92.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,982000.00 ,982000.00 ,982000.00 ,982000.00 ,982000.00 ,982000.00 ,982000.00 ,982000.00 ,,,,,982000.00 ,982000.00 ,982000.00 ,982000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000199001,92.00 ,134.00 ,134.00 ,134.00 ,92.00 ,134.00 ,134.00 ,134.00 ,0.00 ,0.00 ,0.00 ,0.00 ,92.00 ,134.00 ,134.00 ,134.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,1000000.00 ,1000000.00 ,1000000.00 ,1000000.00 ,1000000.00 ,1000000.00 ,1000000.00 ,1000000.00 ,,,,,1000000.00 ,1000000.00 ,1000000.00 ,1000000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000620985,92.00 ,141.00 ,141.00 ,141.00 ,92.00 ,141.00 ,141.00 ,141.00 ,0.00 ,0.00 ,0.00 ,0.00 ,92.00 ,141.00 ,141.00 ,141.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,,,,,500000.00 ,500000.00 ,500000.00 ,500000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000576669,184.00 ,323.00 ,348.00 ,348.00 ,184.00 ,323.00 ,348.00 ,348.00 ,92.00 ,184.00 ,209.00 ,209.00 ,92.00 ,139.00 ,139.00 ,139.00 ,92.00 ,184.00 ,209.00 ,209.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,366.00 ,366.00 ,366.00 ,366.00 ,366.00 ,366.00 ,366.00 ,366.00 ,20200331,304000.00 ,304000.00 ,304000.00 ,304000.00 ,304000.00 ,304000.00 ,304000.00 ,304000.00 ,152000.00 ,152000.00 ,152000.00 ,152000.00 ,152000.00 ,152000.00 ,152000.00 ,152000.00 ,152000.00 ,152000.00 ,152000.00 ,152000.00 ,,,,,,,,,0.40 ,0.40 ,0.43 ,0.50 ,0.50 ,0.50 ,0.50 ,0.50 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,0.00 ,0.00 ,0.00 ,0.00 ,,,,,
3000595167,184.00 ,268.00 ,268.00 ,268.00 ,184.00 ,268.00 ,268.00 ,268.00 ,0.00 ,0.00 ,0.00 ,0.00 ,184.00 ,268.00 ,268.00 ,268.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,600000.00 ,600000.00 ,600000.00 ,600000.00 ,600000.00 ,600000.00 ,600000.00 ,600000.00 ,,,,,600000.00 ,600000.00 ,600000.00 ,600000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000607104,184.00 ,317.00 ,317.00 ,317.00 ,184.00 ,317.00 ,317.00 ,317.00 ,0.00 ,0.00 ,0.00 ,0.00 ,184.00 ,317.00 ,317.00 ,317.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,1000000.00 ,1000000.00 ,1000000.00 ,1000000.00 ,1000000.00 ,1000000.00 ,1000000.00 ,1000000.00 ,,,,,1000000.00 ,1000000.00 ,1000000.00 ,1000000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000563097,92.00 ,184.00 ,250.00 ,250.00 ,92.00 ,184.00 ,250.00 ,250.00 ,0.00 ,0.00 ,0.00 ,0.00 ,92.00 ,184.00 ,250.00 ,250.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,274000.00 ,274000.00 ,274000.00 ,274000.00 ,274000.00 ,274000.00 ,274000.00 ,274000.00 ,,,,,274000.00 ,274000.00 ,274000.00 ,274000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000558081,92.00 ,184.00 ,231.00 ,231.00 ,92.00 ,184.00 ,231.00 ,231.00 ,0.00 ,0.00 ,0.00 ,0.00 ,92.00 ,184.00 ,231.00 ,231.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,100000.00 ,100000.00 ,100000.00 ,100000.00 ,100000.00 ,100000.00 ,100000.00 ,100000.00 ,,,,,100000.00 ,100000.00 ,100000.00 ,100000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000552315,92.00 ,184.00 ,267.00 ,267.00 ,92.00 ,184.00 ,267.00 ,267.00 ,0.00 ,0.00 ,0.00 ,0.00 ,92.00 ,184.00 ,267.00 ,267.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,100000.00 ,100000.00 ,100000.00 ,100000.00 ,100000.00 ,100000.00 ,100000.00 ,100000.00 ,,,,,100000.00 ,100000.00 ,100000.00 ,100000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000665544,77.00 ,77.00 ,77.00 ,77.00 ,77.00 ,77.00 ,77.00 ,77.00 ,0.00 ,0.00 ,0.00 ,0.00 ,77.00 ,77.00 ,77.00 ,77.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,,,,,500000.00 ,500000.00 ,500000.00 ,500000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000414501,89.00 ,89.00 ,89.00 ,89.00 ,89.00 ,89.00 ,89.00 ,89.00 ,0.00 ,0.00 ,0.00 ,0.00 ,89.00 ,89.00 ,89.00 ,89.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,196000.00 ,196000.00 ,196000.00 ,196000.00 ,196000.00 ,196000.00 ,196000.00 ,196000.00 ,,,,,196000.00 ,196000.00 ,196000.00 ,196000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000658827,14.00 ,14.00 ,14.00 ,14.00 ,14.00 ,14.00 ,14.00 ,14.00 ,0.00 ,0.00 ,0.00 ,0.00 ,14.00 ,14.00 ,14.00 ,14.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,91000.00 ,91000.00 ,91000.00 ,91000.00 ,91000.00 ,91000.00 ,91000.00 ,91000.00 ,,,,,91000.00 ,91000.00 ,91000.00 ,91000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000418132,92.00 ,184.00 ,276.00 ,349.00 ,92.00 ,184.00 ,276.00 ,349.00 ,0.00 ,0.00 ,0.00 ,0.00 ,92.00 ,184.00 ,276.00 ,349.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,570000.00 ,570000.00 ,570000.00 ,570000.00 ,570000.00 ,570000.00 ,570000.00 ,570000.00 ,,,,,570000.00 ,570000.00 ,570000.00 ,570000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000553381,92.00 ,184.00 ,268.00 ,268.00 ,92.00 ,184.00 ,268.00 ,268.00 ,0.00 ,0.00 ,0.00 ,0.00 ,92.00 ,184.00 ,268.00 ,268.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,100000.00 ,100000.00 ,100000.00 ,100000.00 ,100000.00 ,100000.00 ,100000.00 ,100000.00 ,,,,,100000.00 ,100000.00 ,100000.00 ,100000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000182593,92.00 ,184.00 ,276.00 ,367.00 ,92.00 ,184.00 ,276.00 ,367.00 ,79.00 ,79.00 ,79.00 ,79.00 ,13.00 ,105.00 ,197.00 ,288.00 ,79.00 ,79.00 ,79.00 ,79.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,20200331,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,,,,,,,,,0.78 ,0.71 ,0.57 ,0.14 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,0.00 ,0.00 ,0.00 ,0.00 ,,,,,
3000427426,92.00 ,184.00 ,276.00 ,330.00 ,92.00 ,184.00 ,276.00 ,330.00 ,0.00 ,0.00 ,0.00 ,0.00 ,92.00 ,184.00 ,276.00 ,330.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,349000.00 ,349000.00 ,349000.00 ,349000.00 ,349000.00 ,349000.00 ,349000.00 ,349000.00 ,,,,,349000.00 ,349000.00 ,349000.00 ,349000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000575812,92.00 ,184.00 ,219.00 ,219.00 ,92.00 ,184.00 ,219.00 ,219.00 ,0.00 ,0.00 ,0.00 ,0.00 ,92.00 ,184.00 ,219.00 ,219.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,233000.00 ,233000.00 ,233000.00 ,233000.00 ,233000.00 ,233000.00 ,233000.00 ,233000.00 ,,,,,233000.00 ,233000.00 ,233000.00 ,233000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000225607,92.00 ,175.00 ,175.00 ,175.00 ,92.00 ,175.00 ,175.00 ,175.00 ,0.00 ,0.00 ,0.00 ,0.00 ,92.00 ,175.00 ,175.00 ,175.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,,,,,500000.00 ,500000.00 ,500000.00 ,500000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000408208,92.00 ,184.00 ,216.00 ,216.00 ,92.00 ,184.00 ,216.00 ,216.00 ,0.00 ,0.00 ,0.00 ,0.00 ,92.00 ,184.00 ,216.00 ,216.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,570000.00 ,570000.00 ,570000.00 ,570000.00 ,570000.00 ,570000.00 ,570000.00 ,570000.00 ,,,,,570000.00 ,570000.00 ,570000.00 ,570000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000598303,184.00 ,347.00 ,347.00 ,347.00 ,184.00 ,347.00 ,347.00 ,347.00 ,0.00 ,0.00 ,0.00 ,0.00 ,184.00 ,347.00 ,347.00 ,347.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,500000.00 ,,,,,500000.00 ,500000.00 ,500000.00 ,500000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000614905,184.00 ,237.00 ,237.00 ,237.00 ,184.00 ,237.00 ,237.00 ,237.00 ,0.00 ,0.00 ,0.00 ,0.00 ,184.00 ,237.00 ,237.00 ,237.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,600000.00 ,600000.00 ,600000.00 ,600000.00 ,600000.00 ,600000.00 ,600000.00 ,600000.00 ,,,,,600000.00 ,600000.00 ,600000.00 ,600000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000624544,184.00 ,258.00 ,258.00 ,258.00 ,184.00 ,258.00 ,258.00 ,258.00 ,92.00 ,118.00 ,118.00 ,118.00 ,92.00 ,140.00 ,140.00 ,140.00 ,92.00 ,118.00 ,118.00 ,118.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,346.00 ,346.00 ,346.00 ,346.00 ,346.00 ,346.00 ,346.00 ,346.00 ,20200331,1100000.00 ,1100000.00 ,1100000.00 ,1100000.00 ,1100000.00 ,1100000.00 ,1100000.00 ,1100000.00 ,600000.00 ,600000.00 ,600000.00 ,600000.00 ,1100000.00 ,1100000.00 ,1100000.00 ,500000.00 ,600000.00 ,600000.00 ,600000.00 ,600000.00 ,,,,,,,,,0.54 ,0.54 ,0.54 ,0.50 ,1.00 ,1.00 ,1.00 ,0.45 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,0.00 ,0.00 ,0.00 ,0.00 ,,,,,
3000607897,184.00 ,320.00 ,320.00 ,320.00 ,184.00 ,320.00 ,320.00 ,320.00 ,0.00 ,0.00 ,0.00 ,0.00 ,184.00 ,320.00 ,320.00 ,320.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,92000.00 ,92000.00 ,92000.00 ,92000.00 ,92000.00 ,92000.00 ,92000.00 ,92000.00 ,,,,,92000.00 ,92000.00 ,92000.00 ,92000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000434506,39.00 ,39.00 ,39.00 ,39.00 ,39.00 ,39.00 ,39.00 ,39.00 ,0.00 ,0.00 ,0.00 ,0.00 ,39.00 ,39.00 ,39.00 ,39.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,600000.00 ,600000.00 ,600000.00 ,600000.00 ,600000.00 ,600000.00 ,600000.00 ,600000.00 ,,,,,600000.00 ,600000.00 ,600000.00 ,600000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
3000191816,92.00 ,184.00 ,276.00 ,310.00 ,92.00 ,184.00 ,276.00 ,310.00 ,0.00 ,0.00 ,0.00 ,0.00 ,92.00 ,184.00 ,276.00 ,310.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,20200331,594000.00 ,594000.00 ,594000.00 ,594000.00 ,594000.00 ,594000.00 ,594000.00 ,594000.00 ,,,,,594000.00 ,594000.00 ,594000.00 ,594000.00 ,,,,,,,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
