"req_id","customerid","businessid"
"12021061518180965135","3001598270",TCL20210600001185
"12021061511460965075","4005059602",TCL20210600001114
"12021061519200965186","4500379174",TCL20210600001190
"12021061515010965113","4500378580",TCL20210600001142
"12021061515320965125","4002761069",TCL20210600001147
"12021061517190965131","4500246203",TCL20210600001175
"12021061518000965178","3000257909",TCL20210600001106
"12021061516010965147","4500378706",TCL20210600001153
"12021061511260965071","3000894519",TCL20210600001120
"12021061214550964933","4500372589",TCL20210600001074
"12021061218090964963","4500373237",TCL20210600001085
"12021061215380964941","4500372977",TCL20210600001078
"12021061216320964937","4500373108",TCL20210600001081
"12021061116000964793","4500370544",TCL20210600001028
"12021061118000964845","4500370789",TCL20210600001051
"12021061117290964843","3000885732",TCL20210600001054
"12021061112280964764","4500369974",TCL20210600001001
"12021061115540964779","4500370308",TCL20210600001030
"12021061112170964747","4500367955",TCL20210600000927
"12021061114490964773","4500370308",TCL20210600001019
"12021061111500964742","4500369908",TCL20210600000995
"12021061118000964831","4500368284",TCL20210600000967
"12021061113050964755","4500370098",TCL20210600001013
"12021061116570964803","4500370768",TCL20210600001048
"12021061115030964777","4500370444",TCL20210600001024
"12021061116470964802","4500370672",TCL20210600001047
"12021061112000964762","4500369823",TCL20210600000988
"12021061117020964822","3001429747",TCL20210600001043
"12021061115530964791","4500370555",TCL20210600001027
"12021061113340964758","3000846714",TCL20210600001014
"12021061017470964685","4500368579",TCL20210600000963
"12021061012130964595","3000471148",TCL20210600000882
"12021061017530964687","4500368596",TCL20210600000964
"12021061010300964527","4500366655",TCL20210600000860
"12021061011360964583","3000469048",TCL20210600000874
"12021061016500964668","4500368303",TCL20210600000938
"12021061015100964623","3000242928",TCL20210600000919
"12021061010530964533","3000562539",TCL20210600000864
"12021061016470964665","4500368340",TCL20210600000948
"12021061009370964521","4500364932",TCL20210600000856
"12021060917540964485","4500365152",TCL20210600000838
"12021060915530964436","4500364628",TCL20210600000807
"12021060912040964380","4500363398",TCL20210600000765
"12021060915090964406","4500268886",TCL20210600000793
"12021060911160964372","4500363200",TCL20210600000757
"12021060914480964423","4500364191",TCL20210600000785
"12021060919430964473","3000470112",TCL20210600000849
"12021060916560964455","4500268886",TCL20210600000829
"12021060912100964382","4500363408",TCL20210600000768
"12021060919130964489","4500365379",TCL20210600000845
"12021060918150964487","4500365221",TCL20210600000842
"12021060910240964328","3000940593",TCL20210600000745
"12021060915540964438","3001332463",TCL20210600000806
"12021060911470964377","4500363201",TCL20210600000762
"12021060919170964490","4500365426",TCL20210600000847
"12021060912530964392","4500363475",TCL20210600000775
"12021060915410964433","3000636444",TCL20210600000801
"12021060918580964469","4500333099",TCL20210600000843
"12021060910400964331","4500363053",TCL20210600000749
"12021060912000964353","3000385626",TCL20210600000758
"12021060914240964401","3000430144",TCL20210600000783
"12021060914130964398","4500364048",TCL20210600000781
"12021060910330964329","4500362977",TCL20210600000743
"12021060915000964425","4500364303",TCL20210600000790
"12021060821050964300","4500360745",TCL20210600000738
"12021060812400964206","4500359901",TCL20210600000662
"12021060816360964251","4500360950",TCL20210600000706
"12021060814120964217","4500360347",TCL20210600000672
"12021060815030964231","4500360581",TCL20210600000682
"12021060816250964248","3000468186",TCL20210600000704
"12021060817360964285","4500361278",TCL20210600000724
"12021060820070964298","3001083573",TCL20210600000736
"12021060812390964205","4500359904",TCL20210600000661
"12021060811260964166","4500359329",TCL20210600000637
"12021060817300964275","4500361269",TCL20210600000722
"12021060821470964301","4500362244",TCL20210600000739
"12021060818000964292","4001176860",TCL20210600000716
"12021060816200964247","3001250806",TCL20210600000696
"12021060812380964203","3001293878",TCL20210600000658
"12021060815240964235","3001173807",TCL20210600000685
"12021060809480964143","3001197567",TCL20210600000619
"12021060814580964177","4500326738",TCL20210600000680
"12021060811460964168","4500268995",TCL20210600000641
"12021060815380964242","4500357791",TCL20210600000690
"12021060812300964170","4011525363",TCL20210600000657
"12021060818300964295","4500361517",TCL20210600000730
"12021060818340964296","4500361446",TCL20210600000731
"12021060814550964227","4001214771",TCL20210600000679
"12021060716150964089","3001356219",TCL20210600000577
"12021060711310964022","3001435256",TCL20210600000522
"12021060711010963975","3000885691",TCL20210600000515
"12021060712350964020","3001024538",TCL20210600000535
"12021060715310964058","4500112401",TCL20210600000562
"12021060712010964030","4500355973",TCL20210600000528
"12021060713010964043","4500356142",TCL20210600000540
"12021060710440963972","3000465655",TCL20210600000511
"12021060711310964015","4900010105",TCL20210600000521
"12021060717510964123","4500357109",TCL20210600000608
"12021060716100964088","4500357097",TCL20210600000576
"12021060710550963989","4500348652",TCL20210600000513
"12021060717170964099","3000436229",TCL20210600000598
"12021060712000964028","4000757170",TCL20210600000512
"12021060715300964072","3001338760",TCL20210600000561
"12021060709480963964","4500355537",TCL20210600000505
"12021060717020964097","4500357400",TCL20210600000592
"12021060717270964100","3001421677",TCL20210600000600
"12021060717570964110","3000577312",TCL20210600000609
"12021060713410964035","3000626009",TCL20210600000543
"12019061016370021699","3000112851",TCL20190600000163
"12019080610410055484","3000566865",TCL20190800000112
"12019082316010064170","3000576423",TCL20190800000772
"12019082215470064113","3000412598",TCL20190800000605
"12019112214090119254","3000219492",TCL20191100001304
"12020051115560349108","3000520547",TCL20200500000647
"12020051412010349591","3000679094",TCL20200500000887
"12020050616480328485","3000846786",TCL20200500000147
"12020030210330236287","3000722473",TCL20200300000001
"12020031110480252527","3000739720",TCL20200300000650
"12020050611480328378","3000230507",TCL20200500000077
"12020042817000327939","3000410332",_作废TCL20200400001176
"12020050810020342639","3000611178",TCL20200500000327
"12020052616480366581","3000894452",TCL20200500001794
"12020052214090365919","3000882275",TCL20200500001548
"12020052312150366090","3000888663",TCL20200500001597
"12020050811440342779","3000850250",TCL20200500000347
"12020043017290328170","3000843947",TCL20200400001293
"12020050714500339608","3000848719",TCL20200500000242
"12020052218320366027","3000888357",TCL20200500001586
"12020061112090395782","3000851892",TCL20200600000693
"12020060315240381809","3000912336",TCL20200600000183
"12020052812030380903","3000737726",TCL20200500001911
"12020052717450380846","3000897890",TCL20200500001879
"12020052815060380918","3000407941",_作废TCL20200500001932
"12020061113110395798","3000930997",TCL20200600000704
"12020061611460408860","3000940886",TCL20200600001053
"12020061618150410365","3000331388",TCL20200600001124
"12020061608270408013","3000859835",TCL20200600001026
"12020062814520429442","3000967643",TCL20200600001905
"12020062218370411778","3000956966",TCL20200600001570
"12020062318090412180","3000955025",TCL20200600001493
"12020061715420410546","3000856252",_作废TCL20200600001191
"12020062911410429649","3000931265",TCL20200600001978
"12020062316120412031","3000957869",TCL20200600001668
"12020062217120411788","3000956860",TCL20200600001552
"12020062216360411750","3000956070",_作废TCL20200600001540
"12020070318100430788","3000984525",TCL20200700000261
"12020071312470447919","3000996805",TCL20200700000919
"12020071113470447735","3000552086",TCL20200700000852
"12020070116230430269","3000982461",TCL20200700000060
"12020071311300447923","3000996792",_作废TCL20200700000904
"12020070112260430209","3000982004",TCL20200700000024
"12020071315330448014","3000567136",TCL20200700000956
"12020070915420447356","3000991047",TCL20200700000696
"12020071711300462681","3000554984",TCL20200700001345
"12020071710120462647","3001005372",_作废TCL20200700001333
"12020071521430448669","3000853687",TCL20200700001219
"12020071615250462510","3001004284",TCL20200700001291
"12020072312300463889","3001016283",_作废TCL20200700001756
"12020072115430463437","3001012802",TCL20200700001597
"12020072516490464281","3001020296",TCL20200700001906
"12020072710450478121","3001021580",TCL20200700001923
"12020071412150448245","3000999300",_作废TCL20200700001038
"12020080316150479488","3001034627",TCL20200800000078
"12020081117590480982","3001048517",TCL20200800000592
"12020080523390480067","3001038806",TCL20200800000269
"12020081014370480725","3001045753",TCL20200800000496
"12020080515210479982","3001038159",TCL20200800000231
"12020073012130478917","3001028334",TCL20200700002191
"12020073012090478912","3001027600",_作废TCL20200700002153
"12020080316360479548","3001034688",_作废TCL20200800000086
"12020082417300510933","4000971397",TCL20200800001465
"12020082516000533284","3001080162",TCL20200800001539
"12020082412180510829","3001076526",TCL20200800001421
"12020081311060481225","4000255648",TCL20200800000670
"12020082318000510734","3000752673",TCL20200800001378
"12020082412450510814","3001076552",TCL20200800001424
"12020081410340481406","3000570001",TCL20200800000749
"12020081910420509852","3001063647",TCL20200800001040
"12020090212100534701","3001099449",TCL20200900000065
"12020090817030556920","3000579726",_作废TCL20200900000496
"12020090714590556663","3000585001",TCL20200900000407
"12020083112210534237","3001096241",TCL20200800001850
"12020090811120556801","3001121315",TCL20200900000450
"12020090812360556829","3000209836",_作废TCL20200900000461
"12020090412330555045","3000568091",TCL20200900000294
"12020092912000560688","3001179396",TCL20200900001851
"12020092811360560390","3001180694",TCL20200900001929
"12020090316120535011","3001108791",TCL20200900000234
"12020092812000560425","4003553376",TCL20200900001938
"12020091010330557222","3001131720",_作废TCL20200900000610
"12020091816510558648","3001162855",TCL20200900001243
"12020101212170561686","3000753105",TCL20201000000271
"12020100915360561249","3001188963",TCL20201000000070
"12020092917540560813","3001154588",_作废TCL20200900002080
"12020101213420561722","3001192599",TCL20201000000284
"12020092114330558897","3001166594",TCL20200900001324
"12020100920370561296","3000585047",TCL20201000000101
"12020091419270557857","3001150355",TCL20200900000875
"12020091117000557511","3001133733",TCL20200900000750
"12020091711000558278","3001158149",TCL20200900001064
"12020092112150558871","3001166202",TCL20200900001307
"12020091809540558504","3001161070",TCL20200900001169
"12020092415510559678","3001173324",TCL20200900001646
"12020091413090557739","3001148604",TCL20200900000821
"12020101716030563067","3000753105",_作废TCL20201000000916
"12020101210230561606","3001192076",TCL20201000000239
"12020101517310562658","3001201068",TCL20201000000735
"12020102319520565664","3001224626",_作废TCL20201000002166
"12020102612250566295","3001229686",TCL20201000002451
"12020102114520564219","3001212467",TCL20201000001478
"12020102412000565841","3000495245",TCL20201000002119
"12020102611550566236","3001229572",TCL20201000002432
"12020102213330564693","3001213855",TCL20201000001611
"12020102410420565790","3001225797",TCL20201000002223
"12020102214520564755","3001215746",TCL20201000001749
"12020102412420565830","3001168741",TCL20201000002248
"12020102613100566311","3001229830",TCL20201000002460
"12020102818000567797","3001234793",TCL20201000003011
"12020102712080566917","3001230697",_作废TCL20201000002652
"12020102921390568352","3001239382",TCL20201000003369
"12020102711580566890","3001232114",TCL20201000002730
"12020110612070611096","3001257951",TCL20201100000952
"12020110210370569066","3001245769",TCL20201100000023
"12020110512060610621","3001255229",TCL20201100000716
"12020110614250611157","3001017335",TCL20201100000989
"12020102815420567647","3001235719",TCL20201000003079
"12020102918280568279","4005240401",_作废TCL20201000003350
"12020102616550566567","3001231007",TCL20201000002587
"12020102616050566504","3001230794",TCL20201000002545
"12020102914460568122","3001238033",TCL20201000003256
"12020103013590568535","3001240950",TCL20201000003455
"12020110315500605931","3000776770",TCL20201100000332
"12020110211320569097","4003180169",_作废TCL20201100000040
"12020110420180610440","3001254243",_作废TCL20201100000654
"12020110316500609843","4001868806",TCL20201100000377
"12020110920100611967","3001278945",TCL20201100001363
"12020111109490612465","3001282884",TCL20201100001601
"12020111212490613141","4003559487",TCL20201100001934
"12020111215530613318","3001289380",TCL20201100002017
"12020111116210612788","3001286162",TCL20201100001762
"12020111209130612904","3001287494",TCL20201100001838
"12020112214180654280","3001324984",TCL20201100003692
"12020112017030654134","3001316878",TCL20201100003596
"12020111917180653822","3000645506",TCL20201100003367
"12020111715180653067","3001309803",TCL20201100002788
"12020111317090649828","3001295827",TCL20201100002340
"12020111316470648466","3001294744",TCL20201100002330
"12020111615050652559","4000964369",TCL20201100002559
"12020120111160680829","3001333892",TCL20201200000021
"12020112015240654063","3001321184",TCL20201100003534
"12020120118000680998","3001350580",TCL20201200000125
"12020120714200707714","3001367102",TCL20201200000730
"12020112609280680061","3001331185",TCL20201100004285
"12020112416050679761","3000849291",TCL20201100004051
"12020122812500710767","3001211462",TCL20201200002428
"12020121011320708641","3001375587",TCL20201200001106
"12020122216430710026","3001404262",TCL20201200002070
"12020121414510709144","3001385973",TCL20201200001402
"12020121415540709156","3001386362",TCL20201200001428
"12020122215010709998","3001356247",TCL20201200002036
"12020122511330710422","3001256467",TCL20201200002298
"12020122812330710790","3001415575",TCL20201200002423
"12020123011190711089","3001208271",TCL20201200002607
"12021010809510712767","3001436741",TCL20210100000583
"12021011117200713380","3001442931",TCL20210100000943
"12021011209560713467","3000647066",TCL20210100000980
"12021010715460712634","3001379878",TCL20210100000520
"12021011119480713429","3001444156",TCL20210100000973
"12021010711450712538","3001162045",TCL20210100000463
"12021012516240716030","3001475184",TCL20210100002571
"12021022010000772034","3000556347",TCL20210200000657
"12021012411270715827","3001472196",TCL20210100002464
"12021012813560716642","3001482558",TCL20210100002926
"12021011813310714719","3000660146",TCL20210100001748
"12021011717290714575","3001457208",TCL20210100001687
"12021011913000714947","3001461254",TCL20210100001902
"12021030818040803432","3000711020",TCL20210300000683
"12021033115090863115","4500137269",TCL20210300002810
"12021042017260865385","4500237906",TCL20210400001229
"12021041312490864498","3000793616",TCL20210400000708
"12021042213330865646","3001171649",TCL20210400001341
"12021031914180805089","3001516456",TCL20210300001751
"12021031114360803977","3001566818",TCL20210300000995
"12021031212030804121","4500022373",TCL20210300001091
"12021041213300864345","4500200407",TCL20210400000615
"12021031616110804615","3001550644",TCL20210300001433
"12021031018320803821","3001421114",TCL20210300000954
"12021041514430864797","4500218494",TCL20210400000882
"12021041515220864804","4500055037",TCL20210400000890
"12021041617270864968","4500223716",TCL20210400000999
"12021031712000804739","4500059930",TCL20210300001478
"12021030916340803555","3001554229",TCL20210300000795
"12021043014490899362","4500271665",TCL20210400002702
"12021042617370866350","4500107631",TCL20210400001727
"12021042714120866571","3001278422",TCL20210400001808
"12021041621460864995","4500224002",TCL20210400001012
"12021052813450904411","4500338415",TCL20210500002415
"12021051310050901042","4500299664",TCL20210500000863
"12021052113030902511","4500327042",TCL20210500001772
"12021050717180900046","4500287191",TCL20210500000264
"12021051413260901367","4005658780",TCL20210500001063
"12021051812580901869","4500222641",TCL20210500001352
"12021052410270902774","3000593495",TCL20210500001907
"12021060112000963192","3001558621",TCL20210600000003
"12021060311210963548","4500347324",TCL20210600000241
"12021053115390963032","4500138098",TCL20210500002578
"12021060410320963705","4500348621",TCL20210600000346
"12021053116560963064","4010851625",TCL20210500002597
"12021052815060904468","4002422248",TCL20210500002424
"12021060716150964089","3001356219",TCL20210600000577
"12021060712000964028","4000757170",TCL20210600000512
"12018121215010003262","3000373786",TCL20181200000026
"12018092715270001284","3000341803",TCL20180900000141
"12019050515490014636","3000426185",TCL20190400001052
"12019052110490016965","3000429740",TCL20190500000337
"12019052210330017016","3000390635",TCL20190500000562
"12019052810430018966","3000426166",TCL20190500000999
"12019072910240038641","3000563153",TCL20190700001040
"12019082811280064414","3000579577",TCL20190800000947
"12019091816020075423","3000590896",TCL20190900000413
"12019112909370125580","3000632310",TCL20191100001878
"12019102816350099103","3000610610",TCL20191000000586
"12019121610350137707","3000641673",TCL20191200000692
"12019120416000129026","3000635311",TCL20191200000158
"12020012011230183883","3000670330",TCL20200100001208
"12020042716400324750","3000831638",_作废TCL20200400001135
"12020050711450339396","3000847714",TCL20200500000205
"12020050716150339757","3000849267",TCL20200500000273
"12020052115320365816","3000884972",TCL20200500001480
"12020052116030365826","3000885097",_作废TCL20200500001485
"12020052015330365569","3000882137",TCL20200500001378
"12020041615280297217","3000808231",TCL20200400000642
"12020030311500236484","3000666201",TCL20200300000163
"12020051912030365246","3000659066",TCL20200500001250
"12020051817480365060","3000872758",TCL20200500001204
"12020042914300328070","3000824394",TCL20200400001222
"12020050915230347435","3000854080",TCL20200500000513
"12020051317160349493","3000744839",TCL20200500000874
"12020052618100366604","3000894623",TCL20200500001814
"12020052612000366490","3000670136",TCL20200500001689
"12020051117550349146","3000857686",TCL20200500000672
"12020050912120346352","3000852824",TCL20200500000482
"12020051915110365275","3000878466",TCL20200500001279
"12020051317400349509","3000865173",TCL20200500000878
"12020053116390381325","3000905669",TCL20200500002063
"12020052815540380935","3000899804",TCL20200500001940
"12020052115430365798","3000884968",TCL20200500001483
"12020061018050395633","3000454264",TCL20200600000659
"12020060913320395302","3000923542",TCL20200600000520
"12020061218360396185","3000167196",_作废TCL20200600000867
"12020061615150409780","3000941710",TCL20200600001087
"12020052715240380158","3000897300",TCL20200500001861
"12020061615050409744","3000090218",TCL20200600001084
"12020061712580410478","3000873181",TCL20200600001167
"12020062317370412161","3000954933",TCL20200600001701
"12020062814140429412","3000939337",TCL20200600001900
"12020061813000410775","3000947618",TCL20200600001272
"12020062318320412187","3000959790",TCL20200600001717
"12020062216260411714","3000956070",TCL20200600001540
"12020061916300411131","3000951416",TCL20200600001382
"12020062916300429760","3000975032",TCL20200600002040
"12020062214030411645","3000189515",TCL20200600001503
"12020061818090410924","3000836922",_作废TCL20200600001028
"12020062317340412141","3000646375",TCL20200600001699
"12020070612100446444","3000985818",_作废TCL20200700000348
"12020070311080430654","3000974975",TCL20200700000198
"12020070611530446415","3000985802",TCL20200700000343
"12020063017150430037","3000981255",_作废TCL20200600002129
"12020070711330446653","3000986968",TCL20200700000431
"12020071312410447930","3000997014",TCL20200700000918
"12020071716120462767","3001006878",_作废TCL20200700001380
"12020071716440462774","3001006946",TCL20200700001390
"12020071610420462375","3001003252",TCL20200700001230
"12020072216060463725","3001015143",TCL20200700001697
"12020071612100462441","3001002763",TCL20200700001210
"12020071512150448522","3001001683",TCL20200700001148
"12020071912100462985","3001008672",TCL20200700001433
"12020072718500478230","3000437972",TCL20200700001985
"12020072711510478150","3001021825",TCL20200700001933
"12020072713480478185","3001022145",TCL20200700001948
"12020071515040448586","3001002242",TCL20200700001174
"12020080311300479431","3001033640",_作废TCL20200800000040
"12020080417140479804","3001036698",TCL20200800000176
"12020073118540479257","3001031768",TCL20200700002330
"12020080411180479678","3001035303",TCL20200800000118
"12020080416190479785","3001036526",TCL20200800000166
"12020072819120478518","3001025130",TCL20200700002061
"12020072910360478536","3001025705",TCL20200700002069
"12020080921080480591","3000694697",TCL20200800000449
"12020082709410533542","3001083951",TCL20200800001636
"12020082713220533625","3001084637",TCL20200800001665
"12020082114510510557","3000142033",TCL20200800001325
"12020082416550510923","3000654534",TCL20200800001458
"12020081710400509413","3001052564",TCL20200800000861
"12020082011260510225","3001066188",TCL20200800001184
"12020090315090534967","3001108298",TCL20200900000214
"12020081412550481471","3001053844",TCL20200800000777
"12020081318100481312","3001051592",TCL20200800000689
"12020081411340481412","3001053197",TCL20200800000758
"12020082212510510654","3001072809",TCL20200800001367
"12020090809580556765","3000563694",TCL20200900000443
"12020082810480533777","3001086491",TCL20200800001741
"12020090719560556750","3001120608",TCL20200900000437
"12020090114200534507","3000582220",TCL20200900000037
"12020092812430560435","3001180910",TCL20200900001946
"12020092816100560497","3000571259",TCL20200900001973
"12020092712460560190","3001080980",_作废TCL20200900001838
"12020092616210560044","3001177123",TCL20200900001794
"12020101118060561589","3000584511",TCL20201000000229
"12020092712010560169","3001178646",TCL20200900001831
"12020092311260559361","3001170180",TCL20200900001500
"12020092812240560412","3001180803",TCL20200900001940
"12020093011460560907","4000169132",TCL20200900002099
"12020092911330560656","3001182595",TCL20200900002024
"12020091814000558601","3001118615",TCL20200900001212
"12020092216570559222","3001169240",TCL20200900001450
"12020092316150559470","3001171138",TCL20200900001554
"12020091712000558312","3001118615",TCL20200900001043
"12020091416280557820","3001149823",TCL20200900000851
"12020092015360558763","3001165224",TCL20200900001273
"12020101319180562117","3001195851",TCL20201000000476
"12020101314500562011","3001193717",TCL20201000000426
"12020102221150565038","3001216788",TCL20201000001777
"12020102119530564482","3001207770",TCL20201000001597
"12020102417480565952","3001227072",TCL20201000002301
"12020102213510564700","3001210995",_作废TCL20201000001723
"12020102418090565933","3001227106",TCL20201000002304
"12020102715290567093","4003794042",TCL20201000002812
"12020102712380566962","3001232213",TCL20201000002747
"12020110320310609952","3001251509",TCL20201100000432
"12020102912120568015","3000662972",_作废TCL20201000003216
"12020110215090569240","3001247175",_作废TCL20201100000108
"12020110513090610654","3001255529",TCL20201100000736
"12020110517570610910","3000366164",TCL20201100000870
"12020110512020610594","3001251101",TCL20201100000636
"12020103115350568905","3001243869",TCL20201000003609
"12020102617240566594","3001231075",TCL20201000002603
"12020102618450566704","3001222036",_作废TCL20201000002632
"12020102816590567757","3001215841",_作废TCL20201000003112
"12020110310510585792","4002608277",TCL20201100000228
"12020110312000590429","3001249034",TCL20201100000210
"12020102917030568221","3001238758",TCL20201000003307
"12020110615380611245","3001259160",TCL20201100001021
"12020110313430597116","3001250007",TCL20201100000289
"12020102616340566542","3001230830",TCL20201000002575
"12020111015200612244","3001281753",TCL20201100001482
"12020110917240611920","3001278747",TCL20201100001339
"12020110716240611416","3001265359",TCL20201100001135
"12020110913230611719","3001277557",TCL20201100001252
"12020111216060613330","3001289606",TCL20201100002024
"12020111014340612203","3001281456",TCL20201100001467
"12020111016080612260","3001282103",TCL20201100001511
"12020111315450644916","3001295407",TCL20201100002290
"12020111310350613532","3001293287",TCL20201100002123
"12020111015460612277","3001281839",TCL20201100001497
"12020111311150630397","3001293623",TCL20201100002147
"12020112612040680142","3001313188",TCL20201100004330
"12020112415200679700","3001330141",TCL20201100004008
"12020111616010652643","3001278420",TCL20201100002594
"12020112312000672011","3001322419",TCL20201100003647
"12020111617330652733","3001306063",TCL20201100002633
"12020111912000653658","4000316830",TCL20201100003100
"12020111611300652371","3001304343",TCL20201100002472
"12020111811470653330","3001313384",TCL20201100002950
"12020111710400652874","3000638881",TCL20201100002683
"12020120115520680949","3001313435",TCL20201200000114
"12020112513280679930","3001333214",TCL20201100004171
"12020112012000653981","3001205102",TCL20201100003463
"12020113012120680663","3001345360",TCL20201100004702
"12020120210560681064","3000624499",TCL20201200000192
"12020120418000707437","3001360611",TCL20201200000592
"12020112615390680222","3001337122",TCL20201100004396
"12020120216040681180","3000631493",TCL20201200000282
"12020111918000653841","3001195478",TCL20201100003181
"12020122114540709880","3001401604",TCL20201200001943
"12020122415010710272","3001408961",TCL20201200002231
"12020122816090710882","3001415169",TCL20201200002414
"12020123015240711162","4005905338",TCL20201200002250
"12021010417310711902","4007793478",TCL20210100000113
"12021011420450714235","3001451738",TCL20210100001491
"12021011214360713559","3000677797",TCL20210100001058
"12021010615410712370","3001432609",TCL20210100000363
"12021010811530712814","3001437765",TCL20210100000620
"12021012816020716682","3000877336",TCL20210100002962
"12021011821020714856","3000550708",TCL20210100001845
"12021013015210769909","3001489891",TCL20210100003114
"12021020215210770462","3000662791",TCL20210200000173
"12021012510250715886","3001473933",TCL20210100002491
"12021011812230714707","3001458976",TCL20210100001734
"12021030117020802435","3001255772",TCL20210300000072
"12021012714180716418","3001480269",TCL20210100002810
"12021020315360770811","3001501406",TCL20210200000282
"12021022511590772487","4001807200",TCL20210200000890
"12021030718020803263","3001534576",TCL20210300000578
"12021042614530866288","4500264658",TCL20210400001682
"12021040615200863712","4500163098",TCL20210400000251
"12021042712550866513","4002507899",TCL20210400001890
"12021041310100864420","4500205315",TCL20210400000678
"12021042816280867081","4500269481",TCL20210400002288
"12021031016030803773","3001303362",TCL20210300000925
"12021031515290804422","4500050241",TCL20210300001282
"12021041410540864583","4500199921",TCL20210400000773
"12021031109330803863","3001556366",TCL20210300000956
"12021031211420804077","4500022010",TCL20210300001085
"12021030916030803569","3000608123",TCL20210300000779
"12021040914130864127","4500180319",TCL20210400000526
"12021032113560805263","4004882628",TCL20210300001869
"12021032218020805438","4500104503",TCL20210300001980
"12021032414340805786","3000888329",TCL20210300002200
"12021033111160863081","4500135840",TCL20210300002770
"12021041312530864477","4500203694",TCL20210400000665
"12021040211420863433","3000751112",TCL20210400000116
"12021043011360899288","4500272906",TCL20210400002663
"12021043011530899293","4500272896",TCL20210400002661
"12021042612520866239","3001011017",TCL20210400001659
"12021042709410866394","4002685351",TCL20210400001761
"12021042911410867243","3001589421",TCL20210400002409
"12021032820090806378","4500124483",TCL20210300002536
"12021041616110864951","4500219667",TCL20210400000986
"12021032616290806219","4500117068",TCL20210300002462
"12021042614180866255","4500263730",TCL20210400001677
"12021050610180899587","4500270828",TCL20210500000047
"12021032216500805443","3001506520",TCL20210300001965
"12021042815040866990","3000989751",TCL20210400002247
"12021042911070867212","4500270636",TCL20210400002387
"12021052520330903221","4500333099",TCL20210500002147
"12021051415260901414","4500306058",TCL20210500001081
"12021051217320900979","4500300839",TCL20210500000834
"12021050712430899964","4500285924",TCL20210500000193
"12021051009350900359","4500294365",TCL20210500000433
"12021052016110902384","4001929523",TCL20210500001680
"12021050716150899999","3000423748",TCL20210500000247
"12021060118000963284","4500344039",TCL20210600000081
"12021053116440963052","3000898712",TCL20210500002593
"12021051212530900904","4500299744",TCL20210500000771
"12021060709480963964","4500355537",TCL20210600000505
"12021060711310964022","3001435256",TCL20210600000522
"12019042810230013261","3000424667",TCL20190400000901
"12019083011140064571","3000411710",TCL20190800001072
"12019092310390080391","3000592173",TCL20190900000489
"12019111209470111663","3000620985",TCL20191100000400
"12019120214580128787","3000630286",TCL20191100001631
"12020010609460160964","3000660533",TCL20200100000195
"12020042819570327991","3000836145",TCL20200400001202
"12020040810580296388","3000770634",TCL20200300001964
"12020050713590339555","3000848441",TCL20200500000225
"12020051311570349409","3000862096",_作废TCL20200500000813
"12020052013530365531","3000881297",TCL20200500001366
"12020031315580252839","3000581007",TCL20200300000917
"12020051817000365049","3000875773",TCL20200500001190
"12020052316270366096","3000888976",TCL20200500001608
"12020050609420328381","3000259287",TCL20200500000056
"12020043015490328162","3000655582",TCL20200400001280
"12020042913330328049","3000837939",TCL20200400001225
"12020050916540347525","3000854593",TCL20200500000528
"12020051815390365014","3000629010",TCL20200500001167
"12020051218180349350","3000861057",_作废TCL20200500000783
"12020051509510349742","3000852352",TCL20200500001003
"12020050811090342732","3000850010",_作废TCL20200500000334
"12020060511570382075","3000403876",_作废TCL20200600000293
"12020060221330381659","3000457276",_作废TCL20200600000105
"12020060818540395164","3000921924",TCL20200600000470
"12020052811180380871","3000653947",_作废TCL20200500001903
"12020060111380381392","3000906255",TCL20200600000019
"12020061811480410748","3000947347",TCL20200600001258
"12020063012450429975","3000635392",_作废TCL20200600002098
"12020063018000430081","3000973251",TCL20200600002020
"12020070215190430493","3000983342",TCL20200700000151
"12020071317160448077","3000998030",TCL20200700000988
"12020070216370430541","3000983541",TCL20200700000163
"12020070818000447103","3000989329",TCL20200700000597
"12020070919330447451","3000418123",_作废TCL20200700000732
"12020071012120447546","3000992592",TCL20200700000765
"12020070910360447200","3000989928",TCL20200700000632
"12020070916480447400","3000991355",TCL20200700000716
"12020071712090462698","3000247840",TCL20200700001320
"12020071413450448277","3000642929",TCL20200700001055
"12020071510570448457","3000656888",TCL20200700001133
"12020071418150448400","3001000891",TCL20200700001112
"12020072410030464045","3001017765",TCL20200700001816
"12020072114130463391","3001011916",_作废TCL20200700001575
"12020072011530463081","3000616379",TCL20200700001459
"12020072309390463786","3000659539",TCL20200700001727
"12020080514510479979","3000329902",TCL20200800000229
"12020073009150478788","3001027728",_作废TCL20200700002155
"12020073014090478938","3000937322",TCL20200700002201
"12020080316270479542","3000583821",TCL20200800000085
"12020080611000480112","3001039167",TCL20200800000278
"12020080112160479311","3001032172",TCL20200800000005
"12020082021450510391","3001068740",TCL20200800001265
"12020081710110509410","3001059528",TCL20200800000858
"12020082016180510347","3001067631",_作废TCL20200800001230
"12020081814250509683","3001062292",TCL20200800000972
"12020082411180510795","3001039327",TCL20200800001412
"12020081817280509782","3001062670",TCL20200800001017
"12020082009430510166","3001063454",TCL20200800001159
"12020090113510534506","3001097868",TCL20200900000035
"12020090916260557129","3001130345",TCL20200900000578
"12020090713290556645","3000997458",TCL20200900000399
"12020083116450534313","3000705016",_作废TCL20200800001889
"12020090216270534757","3001104162",TCL20200900000136
"12020090410550550804","3001110630",TCL20200900000268
