"yd_var","yd_var_name","var"
yd_zxatccqccpr,准贷记卡产品下本机构账户数,zxatccqccpr
yd_zxatcrmbcurnbk1gtdaplpr,贷款产品下人民币币种下放款金额≥1k元的非银机构（排除银行和公积金）的账户数,zxatcrmbcurnbk1000gtdaplpr
yd_zxatcrmbcurnbk3gtdaplpr,贷款产品下人民币币种下放款金额≥3k元的非银机构（排除银行和公积金）的账户数,zxatcrmbcurnbk3000gtdaplpr
yd_zxatcrmbcurnbk5gtdaplpr,贷款产品下人民币币种下放款金额≥5k元的非银机构（排除银行和公积金）的账户数,zxatcrmbcurnbk5000gtdaplpr
yd_zxatcrmbcurnbk10gtdaplpr,贷款产品下人民币币种下放款金额≥10k元的非银机构（排除银行和公积金）的账户数,zxatcrmbcurnbk10000gtdaplpr
yd_zxatcrmbcurnbk20gtdaplpr,贷款产品下人民币币种下放款金额≥20k元的非银机构（排除银行和公积金）的账户数,zxatcrmbcurnbk20000gtdaplpr
yd_zxatcrmbcurnbk50gtdaplpr,贷款产品下人民币币种下放款金额≥50k元的非银机构（排除银行和公积金）的账户数,zxatcrmbcurnbk50000gtdaplpr
yd_zxatcusdcurnbk1gtdaplpr,贷款产品下美元币种下放款金额≥1k元的非银机构（排除银行和公积金）的账户数,zxatcusdcurnbk1000gtdaplpr
yd_zxatcusdcurnbk3gtdaplpr,贷款产品下美元币种下放款金额≥3k元的非银机构（排除银行和公积金）的账户数,zxatcusdcurnbk3000gtdaplpr
yd_zxatcusdcurnbk5gtdaplpr,贷款产品下美元币种下放款金额≥5k元的非银机构（排除银行和公积金）的账户数,zxatcusdcurnbk5000gtdaplpr
yd_zxatcusdcurnbk10gtdaplpr,贷款产品下美元币种下放款金额≥10k元的非银机构（排除银行和公积金）的账户数,zxatcusdcurnbk10000gtdaplpr
yd_zxatcusdcurnbk20gtdaplpr,贷款产品下美元币种下放款金额≥20k元的非银机构（排除银行和公积金）的账户数,zxatcusdcurnbk20000gtdaplpr
yd_zxatcusdcurnbk50gtdaplpr,贷款产品下美元币种下放款金额≥50k元的非银机构（排除银行和公积金）的账户数,zxatcusdcurnbk50000gtdaplpr
yd_zxatcallcurnbk1gtdaplpr,贷款产品下所有币种下放款金额≥1k元的非银机构（排除银行和公积金）的账户数,zxatcallcurnbk1000gtdaplpr
yd_zxatcallcurnbk3gtdaplpr,贷款产品下所有币种下放款金额≥3k元的非银机构（排除银行和公积金）的账户数,zxatcallcurnbk3000gtdaplpr
yd_zxatcallcurnbk5gtdaplpr,贷款产品下所有币种下放款金额≥5k元的非银机构（排除银行和公积金）的账户数,zxatcallcurnbk5000gtdaplpr
yd_zxatcallcurnbk10gtdaplpr,贷款产品下所有币种下放款金额≥10k元的非银机构（排除银行和公积金）的账户数,zxatcallcurnbk10000gtdaplpr
yd_zxatcallcurnbk20gtdaplpr,贷款产品下所有币种下放款金额≥20k元的非银机构（排除银行和公积金）的账户数,zxatcallcurnbk20000gtdaplpr
yd_zxatcallcurnbk50gtdaplpr,贷款产品下所有币种下放款金额≥50k元的非银机构（排除银行和公积金）的账户数,zxatcallcurnbk50000gtdaplpr
yd_zxatcrmbcurnbkplpr,贷款产品下人民币币种下非银行机构（排除银行和公积金）的账户数,zxatcrmbcurnbkplpr
yd_zxatcusdcurnbkplpr,贷款产品下美元币种下非银行机构（排除银行和公积金）的账户数,zxatcusdcurnbkplpr
yd_zxatcallcurnbkplpr,贷款产品下所有币种下非银行机构（排除银行和公积金）的账户数,zxatcallcurnbkplpr
yd_zxmaxu5003gtg300gtccact,"""贷记卡满足""""最大使用额度"""">500元，当前逾期期数大于等于3，且当前逾期金额≥300的账户个数；""",maxused5delq2mpdelqamt3ccact
yd_zxmaxu5001etg1000gtccact,"""贷记卡满足""""最大使用额度"""">500元，当前逾期期数等于1，且当前逾期金额≥1000的账户个数；""",maxused5delq1mdelqamt10ccact
yd_zxmaxu5002etg500gtccact,"""贷记卡满足""""最大使用额度"""">500元，当前逾期期数等于2，且当前逾期金额≥500的账户个数；""",maxused5delq2mdelqamt5ccact
yd_zxmaxu500l3mdti2gtccact,"""贷记卡满足""""最大使用额度"""">500元，最近3个月内逾期次数≥2次的账户数；""",maxused5l3mdelqcnt2pccact
yd_zxmaxu500l12mdte4gtccact,"""贷记卡单卡""""最大使用额度"""">500元，最近12个月内最高逾期期数≥4的账户数；""",maxused5l12mdelq4pccact
yd_zxmob12lt10gtutlallact,所有产品下账龄≤12个月且余额/额度≥10的账户数,zxl12mopengt10cnt
yd_zxmob12lt10gtutlccact,贷记卡产品下账龄≤12个月且余额/额度≥10的账户数,zxl12mopengt10cccnt
yd_zxamtlomaxstrmbcurccpr,贷记卡产品下人民币币种下发放额度(账户授信额度)最大金额,zxcrdaccmaxstrmbcurccpr
yd_zxamtlomaxstusdcurccpr,贷记卡产品下美元币种下发放额度(账户授信额度)最大金额,zxcrdaccmaxstusdcurccpr
yd_zxamtlomaxstallcurccpr,贷记卡产品下所有币种下发放额度(账户授信额度)最大金额,zxcrdaccmaxstallcurccpr
yd_zxamtlominstrmbcurccpr,贷记卡产品下人民币币种下发放额度(账户授信额度)最小金额,zxcrdaccminstrmbcurccpr
yd_zxamtlominstusdcurccpr,贷记卡产品下美元币种下发放额度(账户授信额度)最小金额,zxcrdaccminstusdcurccpr
yd_zxamtlominstallcurccpr,贷记卡产品下所有币种下发放额度(账户授信额度)最小金额,zxcrdaccminstallcurccpr
yd_zxamtloavgstrmbcurccpr,贷记卡产品下人民币币种下发放额度(账户授信额度)平均金额,zxcrdaccavgstrmbcurccpr
yd_zxamtloavgstusdcurccpr,贷记卡产品下美元币种下发放额度(账户授信额度)平均金额,zxcrdaccavgstusdcurccpr
yd_zxamtloavgstallcurccpr,贷记卡产品下所有币种下发放额度(账户授信额度)平均金额,zxcrdaccavgstallcurccpr
yd_zxamtlosumstrmbcurccpr,贷记卡产品下人民币币种下发放额度(账户授信额度)总和金额,zxcrdaccsumstrmbcurccpr
yd_zxamtlosumstusdcurccpr,贷记卡产品下美元币种下发放额度(账户授信额度)总和金额,zxcrdaccsumstusdcurccpr
yd_zxamtlosumstallcurccpr,贷记卡产品下所有币种下发放额度(账户授信额度)总和金额,zxcrdaccsumstallcurccpr
yd_zxamtlomaxstrmbcurqccpr,准贷记卡产品下人民币币种下发放额度(账户授信额度)最大金额,zxcrdaccmaxstrmbcurqccpr
yd_zxamtlomaxstusdcurqccpr,准贷记卡产品下美元币种下发放额度(账户授信额度)最大金额,zxcrdaccmaxstusdcurqccpr
yd_zxamtlomaxstallcurqccpr,准贷记卡产品下所有币种下发放额度(账户授信额度)最大金额,zxcrdaccmaxstallcurqccpr
yd_zxamtlominstrmbcurqccpr,准贷记卡产品下人民币币种下发放额度(账户授信额度)最小金额,zxcrdaccminstrmbcurqccpr
yd_zxamtlominstusdcurqccpr,准贷记卡产品下美元币种下发放额度(账户授信额度)最小金额,zxcrdaccminstusdcurqccpr
yd_zxamtlominstallcurqccpr,准贷记卡产品下所有币种下发放额度(账户授信额度)最小金额,zxcrdaccminstallcurqccpr
yd_zxamtloavgstrmbcurqccpr,准贷记卡产品下人民币币种下发放额度(账户授信额度)平均金额,zxcrdaccavgstrmbcurqccpr
yd_zxamtloavgstusdcurqccpr,准贷记卡产品下美元币种下发放额度(账户授信额度)平均金额,zxcrdaccavgstusdcurqccpr
yd_zxamtloavgstallcurqccpr,准贷记卡产品下所有币种下发放额度(账户授信额度)平均金额,zxcrdaccavgstallcurqccpr
yd_zxamtlosumstrmbcurqccpr,准贷记卡产品下人民币币种下发放额度(账户授信额度)总和金额,zxcrdaccsumstrmbcurqccpr
yd_zxamtlosumstusdcurqccpr,准贷记卡产品下美元币种下发放额度(账户授信额度)总和金额,zxcrdaccsumstusdcurqccpr
yd_zxamtlosumstallcurqccpr,准贷记卡产品下所有币种下发放额度(账户授信额度)总和金额,zxcrdaccsumstallcurqccpr
yd_zxnramtmaxccpr,贷记卡产品下账户状态为正常的最大发放额度(账户授信额度),zxnmlcrecardmaxlmt
yd_zxallamtmaxccpr,贷记卡产品下账户状态为所有的最大发放额度(账户授信额度),zxcrdaccmaxstallcurccpr
yd_zxallamtminccpr,贷记卡产品下账户状态为所有的最小发放额度(账户授信额度),zxcrdaccminstallcurccpr
yd_zxallamtavgccpr,贷记卡产品下账户状态为所有的平均发放额度(账户授信额度),zxcrdaccavgstallcurccpr
yd_zxallamtsumccpr,贷记卡产品下账户状态为所有的总和发放额度(账户授信额度),zxcrdaccsumstallcurccpr
yd_zxallamtmaxqccpr,准贷记卡产品下账户状态为所有的最大发放额度(账户授信额度),zxcrdaccmaxstallcurqccpr
yd_zxallamtminqccpr,准贷记卡产品下账户状态为所有的最小发放额度(账户授信额度),zxcrdaccminstallcurqccpr
yd_zxallamtavgqccpr,准贷记卡产品下账户状态为所有的平均发放额度(账户授信额度),zxcrdaccavgstallcurqccpr
yd_zxallamtsumqccpr,准贷记卡产品下账户状态为所有的总和发放额度(账户授信额度),zxcrdaccsumstallcurqccpr
yd_zxcamaxst1mlrmbcuraccpr,信用卡产品下账龄≤1个月人民币币种下的发放额度(账户授信额度)最大金额,zxcamaxst1mlrmbcuraccpr
yd_zxcaminst1mlrmbcuraccpr,信用卡产品下账龄≤1个月人民币币种下的发放额度(账户授信额度)最小金额,zxcaminst1mlrmbcuraccpr
yd_zxcamaxst1mlusdcuraccpr,信用卡产品下账龄≤1个月美元币种下的发放额度(账户授信额度)最大金额,zxcamaxst1mlusdcuraccpr
yd_zxcaminst1mlusdcuraccpr,信用卡产品下账龄≤1个月美元币种下的发放额度(账户授信额度)最小金额,zxcaminst1mlusdcuraccpr
yd_zxcamaxst1mlallcuraccpr,信用卡产品下账龄≤1个月所有币种下的发放额度(账户授信额度)最大金额,zxcamaxst1mlallcuraccpr
yd_zxcaminst1mlallcuraccpr,信用卡产品下账龄≤1个月所有币种下的发放额度(账户授信额度)最小金额,zxcaminst1mlallcuraccpr
yd_zxcamaxst3mlrmbcuraccpr,信用卡产品下账龄≤3个月人民币币种下的发放额度(账户授信额度)最大金额,zxcamaxst3mlrmbcuraccpr
yd_zxcaminst3mlrmbcuraccpr,信用卡产品下账龄≤3个月人民币币种下的发放额度(账户授信额度)最小金额,zxcaminst3mlrmbcuraccpr
yd_zxcamaxst3mlusdcuraccpr,信用卡产品下账龄≤3个月美元币种下的发放额度(账户授信额度)最大金额,zxcamaxst3mlusdcuraccpr
yd_zxcaminst3mlusdcuraccpr,信用卡产品下账龄≤3个月美元币种下的发放额度(账户授信额度)最小金额,zxcaminst3mlusdcuraccpr
yd_zxcamaxst3mlallcuraccpr,信用卡产品下账龄≤3个月所有币种下的发放额度(账户授信额度)最大金额,zxcamaxst3mlallcuraccpr
yd_zxcaminst3mlallcuraccpr,信用卡产品下账龄≤3个月所有币种下的发放额度(账户授信额度)最小金额,zxcaminst3mlallcuraccpr
yd_zxcamaxst6mlrmbcuraccpr,信用卡产品下账龄≤6个月人民币币种下的发放额度(账户授信额度)最大金额,zxcamaxst6mlrmbcuraccpr
yd_zxcaminst6mlrmbcuraccpr,信用卡产品下账龄≤6个月人民币币种下的发放额度(账户授信额度)最小金额,zxcaminst6mlrmbcuraccpr
yd_zxcamaxst6mlusdcuraccpr,信用卡产品下账龄≤6个月美元币种下的发放额度(账户授信额度)最大金额,zxcamaxst6mlusdcuraccpr
yd_zxcaminst6mlusdcuraccpr,信用卡产品下账龄≤6个月美元币种下的发放额度(账户授信额度)最小金额,zxcaminst6mlusdcuraccpr
yd_zxcamaxst6mlallcuraccpr,信用卡产品下账龄≤6个月所有币种下的发放额度(账户授信额度)最大金额,zxcamaxst6mlallcuraccpr
yd_zxcaminst6mlallcuraccpr,信用卡产品下账龄≤6个月所有币种下的发放额度(账户授信额度)最小金额,zxcaminst6mlallcuraccpr
yd_zxcamaxst9mlrmbcuraccpr,信用卡产品下账龄≤9个月人民币币种下的发放额度(账户授信额度)最大金额,zxcamaxst9mlrmbcuraccpr
yd_zxcaminst9mlrmbcuraccpr,信用卡产品下账龄≤9个月人民币币种下的发放额度(账户授信额度)最小金额,zxcaminst9mlrmbcuraccpr
yd_zxcamaxst9mlusdcuraccpr,信用卡产品下账龄≤9个月美元币种下的发放额度(账户授信额度)最大金额,zxcamaxst9mlusdcuraccpr
yd_zxcaminst9mlusdcuraccpr,信用卡产品下账龄≤9个月美元币种下的发放额度(账户授信额度)最小金额,zxcaminst9mlusdcuraccpr
yd_zxcamaxst9mlallcuraccpr,信用卡产品下账龄≤9个月所有币种下的发放额度(账户授信额度)最大金额,zxcamaxst9mlallcuraccpr
yd_zxcaminst9mlallcuraccpr,信用卡产品下账龄≤9个月所有币种下的发放额度(账户授信额度)最小金额,zxcaminst9mlallcuraccpr
yd_zxcamaxst12mlrmbcuraccpr,信用卡产品下账龄≤12个月人民币币种下的发放额度(账户授信额度)最大金额,zxcamaxst12mlrmbcuraccpr
yd_zxcaminst12mlrmbcuraccpr,信用卡产品下账龄≤12个月人民币币种下的发放额度(账户授信额度)最小金额,zxcaminst12mlrmbcuraccpr
yd_zxcamaxst12mlusdcuraccpr,信用卡产品下账龄≤12个月美元币种下的发放额度(账户授信额度)最大金额,zxcamaxst12mlusdcuraccpr
yd_zxcaminst12mlusdcuraccpr,信用卡产品下账龄≤12个月美元币种下的发放额度(账户授信额度)最小金额,zxcaminst12mlusdcuraccpr
yd_zxcamaxst12mlallcuraccpr,信用卡产品下账龄≤12个月所有币种下的发放额度(账户授信额度)最大金额,zxcamaxst12mlallcuraccpr
yd_zxcaminst12mlallcuraccpr,信用卡产品下账龄≤12个月所有币种下的发放额度(账户授信额度)最小金额,zxcaminst12mlallcuraccpr
yd_zxcamaxst24mlrmbcuraccpr,信用卡产品下账龄≤24个月人民币币种下的发放额度(账户授信额度)最大金额,zxcamaxst24mlrmbcuraccpr
yd_zxcaminst24mlrmbcuraccpr,信用卡产品下账龄≤24个月人民币币种下的发放额度(账户授信额度)最小金额,zxcaminst24mlrmbcuraccpr
yd_zxcamaxst24mlusdcuraccpr,信用卡产品下账龄≤24个月美元币种下的发放额度(账户授信额度)最大金额,zxcamaxst24mlusdcuraccpr
yd_zxcaminst24mlusdcuraccpr,信用卡产品下账龄≤24个月美元币种下的发放额度(账户授信额度)最小金额,zxcaminst24mlusdcuraccpr
yd_zxcamaxst24mlallcuraccpr,信用卡产品下账龄≤24个月所有币种下的发放额度(账户授信额度)最大金额,zxcamaxst24mlallcuraccpr
yd_zxcaminst24mlallcuraccpr,信用卡产品下账龄≤24个月所有币种下的发放额度(账户授信额度)最小金额,zxcaminst24mlallcuraccpr
yd_zxcamaxst36mlrmbcuraccpr,信用卡产品下账龄≤36个月人民币币种下的发放额度(账户授信额度)最大金额,zxcamaxst36mlrmbcuraccpr
yd_zxcaminst36mlrmbcuraccpr,信用卡产品下账龄≤36个月人民币币种下的发放额度(账户授信额度)最小金额,zxcaminst36mlrmbcuraccpr
yd_zxcamaxst36mlusdcuraccpr,信用卡产品下账龄≤36个月美元币种下的发放额度(账户授信额度)最大金额,zxcamaxst36mlusdcuraccpr
yd_zxcaminst36mlusdcuraccpr,信用卡产品下账龄≤36个月美元币种下的发放额度(账户授信额度)最小金额,zxcaminst36mlusdcuraccpr
yd_zxcamaxst36mlallcuraccpr,信用卡产品下账龄≤36个月所有币种下的发放额度(账户授信额度)最大金额,zxcamaxst36mlallcuraccpr
yd_zxcaminst36mlallcuraccpr,信用卡产品下账龄≤36个月所有币种下的发放额度(账户授信额度)最小金额,zxcaminst36mlallcuraccpr
yd_zxcamaxst48mlrmbcuraccpr,信用卡产品下账龄≤48个月人民币币种下的发放额度(账户授信额度)最大金额,zxcamaxst48mlrmbcuraccpr
yd_zxcaminst48mlrmbcuraccpr,信用卡产品下账龄≤48个月人民币币种下的发放额度(账户授信额度)最小金额,zxcaminst48mlrmbcuraccpr
yd_zxcamaxst48mlusdcuraccpr,信用卡产品下账龄≤48个月美元币种下的发放额度(账户授信额度)最大金额,zxcamaxst48mlusdcuraccpr
yd_zxcaminst48mlusdcuraccpr,信用卡产品下账龄≤48个月美元币种下的发放额度(账户授信额度)最小金额,zxcaminst48mlusdcuraccpr
yd_zxcamaxst48mlallcuraccpr,信用卡产品下账龄≤48个月所有币种下的发放额度(账户授信额度)最大金额,zxcamaxst48mlallcuraccpr
yd_zxcaminst48mlallcuraccpr,信用卡产品下账龄≤48个月所有币种下的发放额度(账户授信额度)最小金额,zxcaminst48mlallcuraccpr
yd_zxcamaxst60mlrmbcuraccpr,信用卡产品下账龄≤60个月人民币币种下的发放额度(账户授信额度)最大金额,zxcamaxst60mlrmbcuraccpr
yd_zxcaminst60mlrmbcuraccpr,信用卡产品下账龄≤60个月人民币币种下的发放额度(账户授信额度)最小金额,zxcaminst60mlrmbcuraccpr
yd_zxcamaxst60mlusdcuraccpr,信用卡产品下账龄≤60个月美元币种下的发放额度(账户授信额度)最大金额,zxcamaxst60mlusdcuraccpr
yd_zxcaminst60mlusdcuraccpr,信用卡产品下账龄≤60个月美元币种下的发放额度(账户授信额度)最小金额,zxcaminst60mlusdcuraccpr
yd_zxcamaxst60mlallcuraccpr,信用卡产品下账龄≤60个月所有币种下的发放额度(账户授信额度)最大金额,zxcamaxst60mlallcuraccpr
yd_zxcaminst60mlallcuraccpr,信用卡产品下账龄≤60个月所有币种下的发放额度(账户授信额度)最小金额,zxcaminst60mlallcuraccpr
yd_zxcamaxst1mlrmbcurccpr,贷记卡产品下账龄≤1个月人民币币种下的发放额度(账户授信额度)最大金额,zxcamaxst1mlrmbcurccpr
yd_zxcaminst1mlrmbcurccpr,贷记卡产品下账龄≤1个月人民币币种下的发放额度(账户授信额度)最小金额,zxcaminst1mlrmbcurccpr
yd_zxcamaxst1mlusdcurccpr,贷记卡产品下账龄≤1个月美元币种下的发放额度(账户授信额度)最大金额,zxcamaxst1mlusdcurccpr
yd_zxcaminst1mlusdcurccpr,贷记卡产品下账龄≤1个月美元币种下的发放额度(账户授信额度)最小金额,zxcaminst1mlusdcurccpr
yd_zxcamaxst1mlallcurccpr,贷记卡产品下账龄≤1个月所有币种下的发放额度(账户授信额度)最大金额,zxcamaxst1mlallcurccpr
yd_zxcaminst1mlallcurccpr,贷记卡产品下账龄≤1个月所有币种下的发放额度(账户授信额度)最小金额,zxcaminst1mlallcurccpr
yd_zxcamaxst3mlrmbcurccpr,贷记卡产品下账龄≤3个月人民币币种下的发放额度(账户授信额度)最大金额,zxcamaxst3mlrmbcurccpr
yd_zxcaminst3mlrmbcurccpr,贷记卡产品下账龄≤3个月人民币币种下的发放额度(账户授信额度)最小金额,zxcaminst3mlrmbcurccpr
yd_zxcamaxst3mlusdcurccpr,贷记卡产品下账龄≤3个月美元币种下的发放额度(账户授信额度)最大金额,zxcamaxst3mlusdcurccpr
yd_zxcaminst3mlusdcurccpr,贷记卡产品下账龄≤3个月美元币种下的发放额度(账户授信额度)最小金额,zxcaminst3mlusdcurccpr
yd_zxcamaxst3mlallcurccpr,贷记卡产品下账龄≤3个月所有币种下的发放额度(账户授信额度)最大金额,zxcamaxst3mlallcurccpr
yd_zxcaminst3mlallcurccpr,贷记卡产品下账龄≤3个月所有币种下的发放额度(账户授信额度)最小金额,zxcaminst3mlallcurccpr
yd_zxcamaxst6mlrmbcurccpr,贷记卡产品下账龄≤6个月人民币币种下的发放额度(账户授信额度)最大金额,zxcamaxst6mlrmbcurccpr
yd_zxcaminst6mlrmbcurccpr,贷记卡产品下账龄≤6个月人民币币种下的发放额度(账户授信额度)最小金额,zxcaminst6mlrmbcurccpr
yd_zxcamaxst6mlusdcurccpr,贷记卡产品下账龄≤6个月美元币种下的发放额度(账户授信额度)最大金额,zxcamaxst6mlusdcurccpr
yd_zxcaminst6mlusdcurccpr,贷记卡产品下账龄≤6个月美元币种下的发放额度(账户授信额度)最小金额,zxcaminst6mlusdcurccpr
yd_zxcamaxst6mlallcurccpr,贷记卡产品下账龄≤6个月所有币种下的发放额度(账户授信额度)最大金额,zxcamaxst6mlallcurccpr
yd_zxcaminst6mlallcurccpr,贷记卡产品下账龄≤6个月所有币种下的发放额度(账户授信额度)最小金额,zxcaminst6mlallcurccpr
yd_zxcamaxst9mlrmbcurccpr,贷记卡产品下账龄≤9个月人民币币种下的发放额度(账户授信额度)最大金额,zxcamaxst9mlrmbcurccpr
yd_zxcaminst9mlrmbcurccpr,贷记卡产品下账龄≤9个月人民币币种下的发放额度(账户授信额度)最小金额,zxcaminst9mlrmbcurccpr
yd_zxcamaxst9mlusdcurccpr,贷记卡产品下账龄≤9个月美元币种下的发放额度(账户授信额度)最大金额,zxcamaxst9mlusdcurccpr
yd_zxcaminst9mlusdcurccpr,贷记卡产品下账龄≤9个月美元币种下的发放额度(账户授信额度)最小金额,zxcaminst9mlusdcurccpr
yd_zxcamaxst9mlallcurccpr,贷记卡产品下账龄≤9个月所有币种下的发放额度(账户授信额度)最大金额,zxcamaxst9mlallcurccpr
yd_zxcaminst9mlallcurccpr,贷记卡产品下账龄≤9个月所有币种下的发放额度(账户授信额度)最小金额,zxcaminst9mlallcurccpr
yd_zxcamaxst12mlrmbcurccpr,贷记卡产品下账龄≤12个月人民币币种下的发放额度(账户授信额度)最大金额,zxcamaxst12mlrmbcurccpr
yd_zxcaminst12mlrmbcurccpr,贷记卡产品下账龄≤12个月人民币币种下的发放额度(账户授信额度)最小金额,zxcaminst12mlrmbcurccpr
yd_zxcamaxst12mlusdcurccpr,贷记卡产品下账龄≤12个月美元币种下的发放额度(账户授信额度)最大金额,zxcamaxst12mlusdcurccpr
yd_zxcaminst12mlusdcurccpr,贷记卡产品下账龄≤12个月美元币种下的发放额度(账户授信额度)最小金额,zxcaminst12mlusdcurccpr
yd_zxcamaxst12mlallcurccpr,贷记卡产品下账龄≤12个月所有币种下的发放额度(账户授信额度)最大金额,zxcamaxst12mlallcurccpr
yd_zxcaminst12mlallcurccpr,贷记卡产品下账龄≤12个月所有币种下的发放额度(账户授信额度)最小金额,zxcaminst12mlallcurccpr
yd_zxcamaxst24mlrmbcurccpr,贷记卡产品下账龄≤24个月人民币币种下的发放额度(账户授信额度)最大金额,zxcamaxst24mlrmbcurccpr
yd_zxcaminst24mlrmbcurccpr,贷记卡产品下账龄≤24个月人民币币种下的发放额度(账户授信额度)最小金额,zxcaminst24mlrmbcurccpr
yd_zxcamaxst24mlusdcurccpr,贷记卡产品下账龄≤24个月美元币种下的发放额度(账户授信额度)最大金额,zxcamaxst24mlusdcurccpr
yd_zxcaminst24mlusdcurccpr,贷记卡产品下账龄≤24个月美元币种下的发放额度(账户授信额度)最小金额,zxcaminst24mlusdcurccpr
yd_zxcamaxst24mlallcurccpr,贷记卡产品下账龄≤24个月所有币种下的发放额度(账户授信额度)最大金额,zxcamaxst24mlallcurccpr
yd_zxcaminst24mlallcurccpr,贷记卡产品下账龄≤24个月所有币种下的发放额度(账户授信额度)最小金额,zxcaminst24mlallcurccpr
yd_zxcamaxst36mlrmbcurccpr,贷记卡产品下账龄≤36个月人民币币种下的发放额度(账户授信额度)最大金额,zxcamaxst36mlrmbcurccpr
yd_zxcaminst36mlrmbcurccpr,贷记卡产品下账龄≤36个月人民币币种下的发放额度(账户授信额度)最小金额,zxcaminst36mlrmbcurccpr
yd_zxcamaxst36mlusdcurccpr,贷记卡产品下账龄≤36个月美元币种下的发放额度(账户授信额度)最大金额,zxcamaxst36mlusdcurccpr
yd_zxcaminst36mlusdcurccpr,贷记卡产品下账龄≤36个月美元币种下的发放额度(账户授信额度)最小金额,zxcaminst36mlusdcurccpr
yd_zxcamaxst36mlallcurccpr,贷记卡产品下账龄≤36个月所有币种下的发放额度(账户授信额度)最大金额,zxcamaxst36mlallcurccpr
yd_zxcaminst36mlallcurccpr,贷记卡产品下账龄≤36个月所有币种下的发放额度(账户授信额度)最小金额,zxcaminst36mlallcurccpr
yd_zxcamaxst48mlrmbcurccpr,贷记卡产品下账龄≤48个月人民币币种下的发放额度(账户授信额度)最大金额,zxcamaxst48mlrmbcurccpr
yd_zxcaminst48mlrmbcurccpr,贷记卡产品下账龄≤48个月人民币币种下的发放额度(账户授信额度)最小金额,zxcaminst48mlrmbcurccpr
yd_zxcamaxst48mlusdcurccpr,贷记卡产品下账龄≤48个月美元币种下的发放额度(账户授信额度)最大金额,zxcamaxst48mlusdcurccpr
yd_zxcaminst48mlusdcurccpr,贷记卡产品下账龄≤48个月美元币种下的发放额度(账户授信额度)最小金额,zxcaminst48mlusdcurccpr
yd_zxcamaxst48mlallcurccpr,贷记卡产品下账龄≤48个月所有币种下的发放额度(账户授信额度)最大金额,zxcamaxst48mlallcurccpr
yd_zxcaminst48mlallcurccpr,贷记卡产品下账龄≤48个月所有币种下的发放额度(账户授信额度)最小金额,zxcaminst48mlallcurccpr
yd_zxcamaxst60mlrmbcurccpr,贷记卡产品下账龄≤60个月人民币币种下的发放额度(账户授信额度)最大金额,zxcamaxst60mlrmbcurccpr
yd_zxcaminst60mlrmbcurccpr,贷记卡产品下账龄≤60个月人民币币种下的发放额度(账户授信额度)最小金额,zxcaminst60mlrmbcurccpr
yd_zxcamaxst60mlusdcurccpr,贷记卡产品下账龄≤60个月美元币种下的发放额度(账户授信额度)最大金额,zxcamaxst60mlusdcurccpr
yd_zxcaminst60mlusdcurccpr,贷记卡产品下账龄≤60个月美元币种下的发放额度(账户授信额度)最小金额,zxcaminst60mlusdcurccpr
yd_zxcamaxst60mlallcurccpr,贷记卡产品下账龄≤60个月所有币种下的发放额度(账户授信额度)最大金额,zxcamaxst60mlallcurccpr
yd_zxcaminst60mlallcurccpr,贷记卡产品下账龄≤60个月所有币种下的发放额度(账户授信额度)最小金额,zxcaminst60mlallcurccpr
yd_zxcamaxstrmbcuraccpr,信用卡产品下人民币币种下最大共享授信额度,zxcamaxstrmbcuraccpr
yd_zxcaminstrmbcuraccpr,信用卡产品下人民币币种下最小共享授信额度,zxcaminstrmbcuraccpr
yd_zxcaavgstrmbcuraccpr,信用卡产品下人民币币种下平均共享授信额度,zxcaavgstrmbcuraccpr
yd_zxcasumstrmbcuraccpr,信用卡产品下人民币币种下总和共享授信额度,zxcasumstrmbcuraccpr
yd_zxcamaxstusdcuraccpr,信用卡产品下美元币种下最大共享授信额度,zxcamaxstusdcuraccpr
yd_zxcaminstusdcuraccpr,信用卡产品下美元币种下最小共享授信额度,zxcaminstusdcuraccpr
yd_zxcaavgstusdcuraccpr,信用卡产品下美元币种下平均共享授信额度,zxcaavgstusdcuraccpr
yd_zxcasumstusdcuraccpr,信用卡产品下美元币种下总和共享授信额度,zxcasumstusdcuraccpr
yd_zxcamaxstallcuraccpr,信用卡产品下所有币种下最大共享授信额度,zxcamaxstallcuraccpr
yd_zxcaminstallcuraccpr,信用卡产品下所有币种下最小共享授信额度,zxcaminstallcuraccpr
yd_zxcaavgstallcuraccpr,信用卡产品下所有币种下平均共享授信额度,zxcaavgstallcuraccpr
yd_zxcasumstallcuraccpr,信用卡产品下所有币种下总和共享授信额度,zxcasumstallcuraccpr
yd_zxcamaxstrmbcurccpr,贷记卡账户产品下人民币币种下最大共享授信额度,zxcamaxstrmbcurccpr
yd_zxcaminstrmbcurccpr,贷记卡账户产品下人民币币种下最小共享授信额度,zxcaminstrmbcurccpr
yd_zxcaavgstrmbcurccpr,贷记卡账户产品下人民币币种下平均共享授信额度,zxcaavgstrmbcurccpr
yd_zxcasumstrmbcurccpr,贷记卡账户产品下人民币币种下总和共享授信额度,zxcasumstrmbcurccpr
yd_zxcamaxstusdcurccpr,贷记卡账户产品下美元币种下最大共享授信额度,zxcamaxstusdcurccpr
yd_zxcaminstusdcurccpr,贷记卡账户产品下美元币种下最小共享授信额度,zxcaminstusdcurccpr
