"yd_var","yd_var_name","var"
zxcaminst6mlusdcuraccpr,最近6个月（含）美元币种下的信用卡产品下账户授信额度最小金额,zxcaminst6mlusdcuraccpr
zxcamaxst6mlallcuraccpr,最近6个月（含）所有币种下的信用卡产品下账户授信额度最大金额,zxcamaxst6mlallcuraccpr
zxcaminst6mlallcuraccpr,最近6个月（含）所有币种下的信用卡产品下账户授信额度最小金额,zxcaminst6mlallcuraccpr
zxcamaxst9mlrmbcuraccpr,最近9个月（含）人民币币种下的信用卡产品下账户授信额度最大金额,zxcamaxst9mlrmbcuraccpr
zxcaminst9mlrmbcuraccpr,最近9个月（含）人民币币种下的信用卡产品下账户授信额度最小金额,zxcaminst9mlrmbcuraccpr
zxcamaxst9mlusdcuraccpr,最近9个月（含）美元币种下的信用卡产品下账户授信额度最大金额,zxcamaxst9mlusdcuraccpr
zxcaminst9mlusdcuraccpr,最近9个月（含）美元币种下的信用卡产品下账户授信额度最小金额,zxcaminst9mlusdcuraccpr
zxcamaxst9mlallcuraccpr,最近9个月（含）所有币种下的信用卡产品下账户授信额度最大金额,zxcamaxst9mlallcuraccpr
zxcaminst9mlallcuraccpr,最近9个月（含）所有币种下的信用卡产品下账户授信额度最小金额,zxcaminst9mlallcuraccpr
zxcamaxst12mlrmbcuraccpr,最近12个月（含）人民币币种下的信用卡产品下账户授信额度最大金额,zxcamaxst12mlrmbcuraccpr
zxcaminst12mlrmbcuraccpr,最近12个月（含）人民币币种下的信用卡产品下账户授信额度最小金额,zxcaminst12mlrmbcuraccpr
zxcamaxst12mlusdcuraccpr,最近12个月（含）美元币种下的信用卡产品下账户授信额度最大金额,zxcamaxst12mlusdcuraccpr
zxcaminst12mlusdcuraccpr,最近12个月（含）美元币种下的信用卡产品下账户授信额度最小金额,zxcaminst12mlusdcuraccpr
zxcamaxst12mlallcuraccpr,最近12个月（含）所有币种下的信用卡产品下账户授信额度最大金额,zxcamaxst12mlallcuraccpr
zxcaminst12mlallcuraccpr,最近12个月（含）所有币种下的信用卡产品下账户授信额度最小金额,zxcaminst12mlallcuraccpr
zxcamaxst24mlrmbcuraccpr,最近24个月（含）人民币币种下的信用卡产品下账户授信额度最大金额,zxcamaxst24mlrmbcuraccpr
zxcaminst24mlrmbcuraccpr,最近24个月（含）人民币币种下的信用卡产品下账户授信额度最小金额,zxcaminst24mlrmbcuraccpr
zxcamaxst24mlusdcuraccpr,最近24个月（含）美元币种下的信用卡产品下账户授信额度最大金额,zxcamaxst24mlusdcuraccpr
zxcaminst24mlusdcuraccpr,最近24个月（含）美元币种下的信用卡产品下账户授信额度最小金额,zxcaminst24mlusdcuraccpr
zxcamaxst24mlallcuraccpr,最近24个月（含）所有币种下的信用卡产品下账户授信额度最大金额,zxcamaxst24mlallcuraccpr
zxcaminst24mlallcuraccpr,最近24个月（含）所有币种下的信用卡产品下账户授信额度最小金额,zxcaminst24mlallcuraccpr
zxcamaxst36mlrmbcuraccpr,最近36个月（含）人民币币种下的信用卡产品下账户授信额度最大金额,zxcamaxst36mlrmbcuraccpr
zxcaminst36mlrmbcuraccpr,最近36个月（含）人民币币种下的信用卡产品下账户授信额度最小金额,zxcaminst36mlrmbcuraccpr
zxcamaxst36mlusdcuraccpr,最近36个月（含）美元币种下的信用卡产品下账户授信额度最大金额,zxcamaxst36mlusdcuraccpr
zxcaminst36mlusdcuraccpr,最近36个月（含）美元币种下的信用卡产品下账户授信额度最小金额,zxcaminst36mlusdcuraccpr
zxcamaxst36mlallcuraccpr,最近36个月（含）所有币种下的信用卡产品下账户授信额度最大金额,zxcamaxst36mlallcuraccpr
zxcaminst36mlallcuraccpr,最近36个月（含）所有币种下的信用卡产品下账户授信额度最小金额,zxcaminst36mlallcuraccpr
zxcamaxst48mlrmbcuraccpr,最近48个月（含）人民币币种下的信用卡产品下账户授信额度最大金额,zxcamaxst48mlrmbcuraccpr
zxcaminst48mlrmbcuraccpr,最近48个月（含）人民币币种下的信用卡产品下账户授信额度最小金额,zxcaminst48mlrmbcuraccpr
zxcamaxst48mlusdcuraccpr,最近48个月（含）美元币种下的信用卡产品下账户授信额度最大金额,zxcamaxst48mlusdcuraccpr
zxcaminst48mlusdcuraccpr,最近48个月（含）美元币种下的信用卡产品下账户授信额度最小金额,zxcaminst48mlusdcuraccpr
zxcamaxst48mlallcuraccpr,最近48个月（含）所有币种下的信用卡产品下账户授信额度最大金额,zxcamaxst48mlallcuraccpr
zxcaminst48mlallcuraccpr,最近48个月（含）所有币种下的信用卡产品下账户授信额度最小金额,zxcaminst48mlallcuraccpr
zxcamaxst60mlrmbcuraccpr,最近60个月（含）人民币币种下的信用卡产品下账户授信额度最大金额,zxcamaxst60mlrmbcuraccpr
zxcaminst60mlrmbcuraccpr,最近60个月（含）人民币币种下的信用卡产品下账户授信额度最小金额,zxcaminst60mlrmbcuraccpr
zxcamaxst60mlusdcuraccpr,最近60个月（含）美元币种下的信用卡产品下账户授信额度最大金额,zxcamaxst60mlusdcuraccpr
zxcaminst60mlusdcuraccpr,最近60个月（含）美元币种下的信用卡产品下账户授信额度最小金额,zxcaminst60mlusdcuraccpr
zxcamaxst60mlallcuraccpr,最近60个月（含）所有币种下的信用卡产品下账户授信额度最大金额,zxcamaxst60mlallcuraccpr
zxcaminst60mlallcuraccpr,最近60个月（含）所有币种下的信用卡产品下账户授信额度最小金额,zxcaminst60mlallcuraccpr
zxcamaxst1mlrmbcurccpr,最近1个月（含）人民币币种下的贷记卡账户产品下账户授信额度最大金额,zxcamaxst1mlrmbcurccpr
zxcaminst1mlrmbcurccpr,最近1个月（含）人民币币种下的贷记卡账户产品下账户授信额度最小金额,zxcaminst1mlrmbcurccpr
zxcamaxst1mlusdcurccpr,最近1个月（含）美元币种下的贷记卡账户产品下账户授信额度最大金额,zxcamaxst1mlusdcurccpr
zxcaminst1mlusdcurccpr,最近1个月（含）美元币种下的贷记卡账户产品下账户授信额度最小金额,zxcaminst1mlusdcurccpr
zxcamaxst1mlallcurccpr,最近1个月（含）所有币种下的贷记卡账户产品下账户授信额度最大金额,zxcamaxst1mlallcurccpr
zxcaminst1mlallcurccpr,最近1个月（含）所有币种下的贷记卡账户产品下账户授信额度最小金额,zxcaminst1mlallcurccpr
zxcamaxst3mlrmbcurccpr,最近3个月（含）人民币币种下的贷记卡账户产品下账户授信额度最大金额,zxcamaxst3mlrmbcurccpr
zxcaminst3mlrmbcurccpr,最近3个月（含）人民币币种下的贷记卡账户产品下账户授信额度最小金额,zxcaminst3mlrmbcurccpr
zxcamaxst3mlusdcurccpr,最近3个月（含）美元币种下的贷记卡账户产品下账户授信额度最大金额,zxcamaxst3mlusdcurccpr
zxcaminst3mlusdcurccpr,最近3个月（含）美元币种下的贷记卡账户产品下账户授信额度最小金额,zxcaminst3mlusdcurccpr
zxcamaxst3mlallcurccpr,最近3个月（含）所有币种下的贷记卡账户产品下账户授信额度最大金额,zxcamaxst3mlallcurccpr
zxcaminst3mlallcurccpr,最近3个月（含）所有币种下的贷记卡账户产品下账户授信额度最小金额,zxcaminst3mlallcurccpr
zxcamaxst6mlrmbcurccpr,最近6个月（含）人民币币种下的贷记卡账户产品下账户授信额度最大金额,zxcamaxst6mlrmbcurccpr
zxcaminst6mlrmbcurccpr,最近6个月（含）人民币币种下的贷记卡账户产品下账户授信额度最小金额,zxcaminst6mlrmbcurccpr
zxcamaxst6mlusdcurccpr,最近6个月（含）美元币种下的贷记卡账户产品下账户授信额度最大金额,zxcamaxst6mlusdcurccpr
zxcaminst6mlusdcurccpr,最近6个月（含）美元币种下的贷记卡账户产品下账户授信额度最小金额,zxcaminst6mlusdcurccpr
zxcamaxst6mlallcurccpr,最近6个月（含）所有币种下的贷记卡账户产品下账户授信额度最大金额,zxcamaxst6mlallcurccpr
zxcaminst6mlallcurccpr,最近6个月（含）所有币种下的贷记卡账户产品下账户授信额度最小金额,zxcaminst6mlallcurccpr
zxcamaxst9mlrmbcurccpr,最近9个月（含）人民币币种下的贷记卡账户产品下账户授信额度最大金额,zxcamaxst9mlrmbcurccpr
zxcaminst9mlrmbcurccpr,最近9个月（含）人民币币种下的贷记卡账户产品下账户授信额度最小金额,zxcaminst9mlrmbcurccpr
zxcamaxst9mlusdcurccpr,最近9个月（含）美元币种下的贷记卡账户产品下账户授信额度最大金额,zxcamaxst9mlusdcurccpr
zxcaminst9mlusdcurccpr,最近9个月（含）美元币种下的贷记卡账户产品下账户授信额度最小金额,zxcaminst9mlusdcurccpr
zxcamaxst9mlallcurccpr,最近9个月（含）所有币种下的贷记卡账户产品下账户授信额度最大金额,zxcamaxst9mlallcurccpr
zxcaminst9mlallcurccpr,最近9个月（含）所有币种下的贷记卡账户产品下账户授信额度最小金额,zxcaminst9mlallcurccpr
zxcamaxst12mlrmbcurccpr,最近12个月（含）人民币币种下的贷记卡账户产品下账户授信额度最大金额,zxcamaxst12mlrmbcurccpr
zxcaminst12mlrmbcurccpr,最近12个月（含）人民币币种下的贷记卡账户产品下账户授信额度最小金额,zxcaminst12mlrmbcurccpr
zxcamaxst12mlusdcurccpr,最近12个月（含）美元币种下的贷记卡账户产品下账户授信额度最大金额,zxcamaxst12mlusdcurccpr
zxcaminst12mlusdcurccpr,最近12个月（含）美元币种下的贷记卡账户产品下账户授信额度最小金额,zxcaminst12mlusdcurccpr
zxcamaxst12mlallcurccpr,最近12个月（含）所有币种下的贷记卡账户产品下账户授信额度最大金额,zxcamaxst12mlallcurccpr
zxcaminst12mlallcurccpr,最近12个月（含）所有币种下的贷记卡账户产品下账户授信额度最小金额,zxcaminst12mlallcurccpr
zxcamaxst24mlrmbcurccpr,最近24个月（含）人民币币种下的贷记卡账户产品下账户授信额度最大金额,zxcamaxst24mlrmbcurccpr
zxcaminst24mlrmbcurccpr,最近24个月（含）人民币币种下的贷记卡账户产品下账户授信额度最小金额,zxcaminst24mlrmbcurccpr
zxcamaxst24mlusdcurccpr,最近24个月（含）美元币种下的贷记卡账户产品下账户授信额度最大金额,zxcamaxst24mlusdcurccpr
zxcaminst24mlusdcurccpr,最近24个月（含）美元币种下的贷记卡账户产品下账户授信额度最小金额,zxcaminst24mlusdcurccpr
zxcamaxst24mlallcurccpr,最近24个月（含）所有币种下的贷记卡账户产品下账户授信额度最大金额,zxcamaxst24mlallcurccpr
zxcaminst24mlallcurccpr,最近24个月（含）所有币种下的贷记卡账户产品下账户授信额度最小金额,zxcaminst24mlallcurccpr
zxcamaxst36mlrmbcurccpr,最近36个月（含）人民币币种下的贷记卡账户产品下账户授信额度最大金额,zxcamaxst36mlrmbcurccpr
zxcaminst36mlrmbcurccpr,最近36个月（含）人民币币种下的贷记卡账户产品下账户授信额度最小金额,zxcaminst36mlrmbcurccpr
zxcamaxst36mlusdcurccpr,最近36个月（含）美元币种下的贷记卡账户产品下账户授信额度最大金额,zxcamaxst36mlusdcurccpr
zxcaminst36mlusdcurccpr,最近36个月（含）美元币种下的贷记卡账户产品下账户授信额度最小金额,zxcaminst36mlusdcurccpr
zxcamaxst36mlallcurccpr,最近36个月（含）所有币种下的贷记卡账户产品下账户授信额度最大金额,zxcamaxst36mlallcurccpr
zxcaminst36mlallcurccpr,最近36个月（含）所有币种下的贷记卡账户产品下账户授信额度最小金额,zxcaminst36mlallcurccpr
zxcamaxst48mlrmbcurccpr,最近48个月（含）人民币币种下的贷记卡账户产品下账户授信额度最大金额,zxcamaxst48mlrmbcurccpr
zxcaminst48mlrmbcurccpr,最近48个月（含）人民币币种下的贷记卡账户产品下账户授信额度最小金额,zxcaminst48mlrmbcurccpr
zxcamaxst48mlusdcurccpr,最近48个月（含）美元币种下的贷记卡账户产品下账户授信额度最大金额,zxcamaxst48mlusdcurccpr
zxcaminst48mlusdcurccpr,最近48个月（含）美元币种下的贷记卡账户产品下账户授信额度最小金额,zxcaminst48mlusdcurccpr
zxcamaxst48mlallcurccpr,最近48个月（含）所有币种下的贷记卡账户产品下账户授信额度最大金额,zxcamaxst48mlallcurccpr
zxcaminst48mlallcurccpr,最近48个月（含）所有币种下的贷记卡账户产品下账户授信额度最小金额,zxcaminst48mlallcurccpr
zxcamaxst60mlrmbcurccpr,最近60个月（含）人民币币种下的贷记卡账户产品下账户授信额度最大金额,zxcamaxst60mlrmbcurccpr
zxcaminst60mlrmbcurccpr,最近60个月（含）人民币币种下的贷记卡账户产品下账户授信额度最小金额,zxcaminst60mlrmbcurccpr
zxcamaxst60mlusdcurccpr,最近60个月（含）美元币种下的贷记卡账户产品下账户授信额度最大金额,zxcamaxst60mlusdcurccpr
zxcaminst60mlusdcurccpr,最近60个月（含）美元币种下的贷记卡账户产品下账户授信额度最小金额,zxcaminst60mlusdcurccpr
zxcamaxst60mlallcurccpr,最近60个月（含）所有币种下的贷记卡账户产品下账户授信额度最大金额,zxcamaxst60mlallcurccpr
zxcaminst60mlallcurccpr,最近60个月（含）所有币种下的贷记卡账户产品下账户授信额度最小金额,zxcaminst60mlallcurccpr
zxcamaxstrmbcuraccpr,信用卡产品下人民币币种下最大共享授信额度,zxcamaxstrmbcuraccpr
zxcaminstrmbcuraccpr,信用卡产品下人民币币种下最小共享授信额度,zxcaminstrmbcuraccpr
zxcaavgstrmbcuraccpr,信用卡产品下人民币币种下平均共享授信额度,zxcaavgstrmbcuraccpr
zxcasumstrmbcuraccpr,信用卡产品下人民币币种下总和共享授信额度,zxcasumstrmbcuraccpr
zxcamaxstusdcuraccpr,信用卡产品下美元币种下最大共享授信额度,zxcamaxstusdcuraccpr
zxcaminstusdcuraccpr,信用卡产品下美元币种下最小共享授信额度,zxcaminstusdcuraccpr
zxcaavgstusdcuraccpr,信用卡产品下美元币种下平均共享授信额度,zxcaavgstusdcuraccpr
zxcasumstusdcuraccpr,信用卡产品下美元币种下总和共享授信额度,zxcasumstusdcuraccpr
zxcamaxstallcuraccpr,信用卡产品下所有币种下最大共享授信额度,zxcamaxstallcuraccpr
zxcaminstallcuraccpr,信用卡产品下所有币种下最小共享授信额度,zxcaminstallcuraccpr
zxcaavgstallcuraccpr,信用卡产品下所有币种下平均共享授信额度,zxcaavgstallcuraccpr
zxcasumstallcuraccpr,信用卡产品下所有币种下总和共享授信额度,zxcasumstallcuraccpr
zxcamaxstrmbcurccpr,贷记卡账户产品下人民币币种下最大共享授信额度,zxcamaxstrmbcurccpr
zxcaminstrmbcurccpr,贷记卡账户产品下人民币币种下最小共享授信额度,zxcaminstrmbcurccpr
zxcaavgstrmbcurccpr,贷记卡账户产品下人民币币种下平均共享授信额度,zxcaavgstrmbcurccpr
zxcasumstrmbcurccpr,贷记卡账户产品下人民币币种下总和共享授信额度,zxcasumstrmbcurccpr
zxcamaxstusdcurccpr,贷记卡账户产品下美元币种下最大共享授信额度,zxcamaxstusdcurccpr
zxcaminstusdcurccpr,贷记卡账户产品下美元币种下最小共享授信额度,zxcaminstusdcurccpr
zxcaavgstusdcurccpr,贷记卡账户产品下美元币种下平均共享授信额度,zxcaavgstusdcurccpr
zxcasumstusdcurccpr,贷记卡账户产品下美元币种下总和共享授信额度,zxcasumstusdcurccpr
zxcamaxstallcurccpr,贷记卡账户产品下所有币种下最大共享授信额度,zxcamaxstallcurccpr
zxcaminstallcurccpr,贷记卡账户产品下所有币种下最小共享授信额度,zxcaminstallcurccpr
zxcaavgstallcurccpr,贷记卡账户产品下所有币种下平均共享授信额度,zxcaavgstallcurccpr
zxcasumstallcurccpr,贷记卡账户产品下所有币种下总和共享授信额度,zxcasumstallcurccpr
zxcamaxstrmbcurqccpr,准贷记卡账户产品下人民币币种下最大共享授信额度,zxcamaxstrmbcurqccpr
zxcaminstrmbcurqccpr,准贷记卡账户产品下人民币币种下最小共享授信额度,zxcaminstrmbcurqccpr
zxcaavgstrmbcurqccpr,准贷记卡账户产品下人民币币种下平均共享授信额度,zxcaavgstrmbcurqccpr
zxcasumstrmbcurqccpr,准贷记卡账户产品下人民币币种下总和共享授信额度,zxcasumstrmbcurqccpr
zxcamaxstusdcurqccpr,准贷记卡账户产品下美元币种下最大共享授信额度,zxcamaxstusdcurqccpr
zxcaminstusdcurqccpr,准贷记卡账户产品下美元币种下最小共享授信额度,zxcaminstusdcurqccpr
zxcaavgstusdcurqccpr,准贷记卡账户产品下美元币种下平均共享授信额度,zxcaavgstusdcurqccpr
zxcasumstusdcurqccpr,准贷记卡账户产品下美元币种下总和共享授信额度,zxcasumstusdcurqccpr
zxcamaxstallcurqccpr,准贷记卡账户产品下所有币种下最大共享授信额度,zxcamaxstallcurqccpr
zxcaminstallcurqccpr,准贷记卡账户产品下所有币种下最小共享授信额度,zxcaminstallcurqccpr
zxcaavgstallcurqccpr,准贷记卡账户产品下所有币种下平均共享授信额度,zxcaavgstallcurqccpr
zxcasumstallcurqccpr,准贷记卡账户产品下所有币种下总和共享授信额度,zxcasumstallcurqccpr
zxshdprmbcuraccpr,信用卡产品下人民币币种下共债比例,zxshdprmbcuraccpr
zxshdpusdcuraccpr,信用卡产品下美元币种下共债比例,zxshdpusdcuraccpr
zxshdpallcuraccpr,信用卡产品下所有币种下共债比例,zxshdpallcuraccpr
zxshdprmbcurccpr,贷记卡账户产品下人民币币种下共债比例,zxshdprmbcurccpr
zxshdpusdcurccpr,贷记卡账户产品下美元币种下共债比例,zxshdpusdcurccpr
zxshdpallcurccpr,贷记卡账户产品下所有币种下共债比例,zxshdpallcurccpr
zxshdprmbcurqccpr,准贷记卡账户产品下人民币币种下共债比例,zxshdprmbcurqccpr
zxshdpusdcurqccpr,准贷记卡账户产品下美元币种下共债比例,zxshdpusdcurqccpr
zxshdpallcurqccpr,准贷记卡账户产品下所有币种下共债比例,zxshdpallcurqccpr
zxutpgplpr,贷款产品下使用额度/授信总额,zxutpgplpr
zxutpgccpr,贷记卡账户产品下使用额度/授信总额,zxutpgccpr
zxutpgqccpr,准贷记卡账户产品下使用额度/授信总额,zxutpgqccpr
zxutpggt6uplpr,贷款最近6个月平均使用额度/授信总额,zxutpggt6uplpr
zxutpggt6uccpr,贷记卡账户最近6个月平均使用额度/授信总额,zxutpggt6uccpr
zxutpggt6uqccpr,准贷记卡账户最近6个月平均使用额度/授信总额,zxutpggt6uqccpr
zxpayamtmaxstrmbcurcomhllo,个人住房商业贷款贷款下人民币货币下本月应还款最大金额,zxpayamtmaxstrmbcurcomhllo
zxpayamtminstrmbcurcomhllo,个人住房商业贷款贷款下人民币货币下本月应还款最小金额,zxpayamtminstrmbcurcomhllo
zxpayamtavgstrmbcurcomhllo,个人住房商业贷款贷款下人民币货币下本月应还款平均金额,zxpayamtavgstrmbcurcomhllo
zxpayamtsumstrmbcurcomhllo,个人住房商业贷款贷款下人民币货币下本月应还款总和金额,zxpayamtsumstrmbcurcomhllo
zxpayamtmaxstallcurcomhllo,个人住房商业贷款贷款下所有货币下本月应还款最大金额,zxpayamtmaxstallcurcomhllo
zxpayamtminstallcurcomhllo,个人住房商业贷款贷款下所有货币下本月应还款最小金额,zxpayamtminstallcurcomhllo
zxpayamtavgstallcurcomhllo,个人住房商业贷款贷款下所有货币下本月应还款平均金额,zxpayamtavgstallcurcomhllo
zxpayamtsumstallcurcomhllo,个人住房商业贷款贷款下所有货币下本月应还款总和金额,zxpayamtsumstallcurcomhllo
zxpayamtmaxstrmbcurfundhllo,个人住房公积金贷款贷款下人民币货币下本月应还款最大金额,zxpayamtmaxstrmbcurfundhllo
zxpayamtminstrmbcurfundhllo,个人住房公积金贷款贷款下人民币货币下本月应还款最小金额,zxpayamtminstrmbcurfundhllo
zxpayamtavgstrmbcurfundhllo,个人住房公积金贷款贷款下人民币货币下本月应还款平均金额,zxpayamtavgstrmbcurfundhllo
zxpayamtsumstrmbcurfundhllo,个人住房公积金贷款贷款下人民币货币下本月应还款总和金额,zxpayamtsumstrmbcurfundhllo
zxpayamtmaxstallcurfundhllo,个人住房公积金贷款贷款下所有货币下本月应还款最大金额,zxpayamtmaxstallcurfundhllo
zxpayamtminstallcurfundhllo,个人住房公积金贷款贷款下所有货币下本月应还款最小金额,zxpayamtminstallcurfundhllo
zxpayamtavgstallcurfundhllo,个人住房公积金贷款贷款下所有货币下本月应还款平均金额,zxpayamtavgstallcurfundhllo
zxpayamtsumstallcurfundhllo,个人住房公积金贷款贷款下所有货币下本月应还款总和金额,zxpayamtsumstallcurfundhllo
zxpayamtmaxstrmbcurpershllo,个人商用房（含商住两用）贷款贷款下人民币货币下本月应还款最大金额,zxpayamtmaxstrmbcurpershllo
zxpayamtminstrmbcurpershllo,个人商用房（含商住两用）贷款贷款下人民币货币下本月应还款最小金额,zxpayamtminstrmbcurpershllo
zxpayamtavgstrmbcurpershllo,个人商用房（含商住两用）贷款贷款下人民币货币下本月应还款平均金额,zxpayamtavgstrmbcurpershllo
zxpayamtsumstrmbcurpershllo,个人商用房（含商住两用）贷款贷款下人民币货币下本月应还款总和金额,zxpayamtsumstrmbcurpershllo
zxpayamtmaxstallcurpershllo,个人商用房（含商住两用）贷款贷款下所有货币下本月应还款最大金额,zxpayamtmaxstallcurpershllo
zxpayamtminstallcurpershllo,个人商用房（含商住两用）贷款贷款下所有货币下本月应还款最小金额,zxpayamtminstallcurpershllo
zxpayamtavgstallcurpershllo,个人商用房（含商住两用）贷款贷款下所有货币下本月应还款平均金额,zxpayamtavgstallcurpershllo
zxpayamtsumstallcurpershllo,个人商用房（含商住两用）贷款贷款下所有货币下本月应还款总和金额,zxpayamtsumstallcurpershllo
zxpayamtmaxstrmbcurstullo,商业助学贷款贷款下人民币货币下本月应还款最大金额,zxpayamtmaxstrmbcurstullo
zxpayamtminstrmbcurstullo,商业助学贷款贷款下人民币货币下本月应还款最小金额,zxpayamtminstrmbcurstullo
zxpayamtavgstrmbcurstullo,商业助学贷款贷款下人民币货币下本月应还款平均金额,zxpayamtavgstrmbcurstullo
zxpayamtsumstrmbcurstullo,商业助学贷款贷款下人民币货币下本月应还款总和金额,zxpayamtsumstrmbcurstullo
zxpayamtmaxstallcurstullo,商业助学贷款贷款下所有货币下本月应还款最大金额,zxpayamtmaxstallcurstullo
zxpayamtminstallcurstullo,商业助学贷款贷款下所有货币下本月应还款最小金额,zxpayamtminstallcurstullo
zxpayamtavgstallcurstullo,商业助学贷款贷款下所有货币下本月应还款平均金额,zxpayamtavgstallcurstullo
zxpayamtsumstallcurstullo,商业助学贷款贷款下所有货币下本月应还款总和金额,zxpayamtsumstallcurstullo
zxpayamtmaxstrmbcurcsmllo,个人消费贷款贷款下人民币货币下本月应还款最大金额,zxpayamtmaxstrmbcurcsmllo
zxpayamtminstrmbcurcsmllo,个人消费贷款贷款下人民币货币下本月应还款最小金额,zxpayamtminstrmbcurcsmllo
zxpayamtavgstrmbcurcsmllo,个人消费贷款贷款下人民币货币下本月应还款平均金额,zxpayamtavgstrmbcurcsmllo
zxpayamtsumstrmbcurcsmllo,个人消费贷款贷款下人民币货币下本月应还款总和金额,zxpayamtsumstrmbcurcsmllo
zxpayamtmaxstallcurcsmllo,个人消费贷款贷款下所有货币下本月应还款最大金额,zxpayamtmaxstallcurcsmllo
zxpayamtminstallcurcsmllo,个人消费贷款贷款下所有货币下本月应还款最小金额,zxpayamtminstallcurcsmllo
zxpayamtavgstallcurcsmllo,个人消费贷款贷款下所有货币下本月应还款平均金额,zxpayamtavgstallcurcsmllo
zxpayamtsumstallcurcsmllo,个人消费贷款贷款下所有货币下本月应还款总和金额,zxpayamtsumstallcurcsmllo
zxpayamtmaxstrmbcurhllo,房贷贷款下人民币货币下本月应还款最大金额,zxpayamtmaxstrmbcurhllo
zxpayamtminstrmbcurhllo,房贷贷款下人民币货币下本月应还款最小金额,zxpayamtminstrmbcurhllo
zxpayamtavgstrmbcurhllo,房贷贷款下人民币货币下本月应还款平均金额,zxpayamtavgstrmbcurhllo
zxpayamtsumstrmbcurhllo,房贷贷款下人民币货币下本月应还款总和金额,zxpayamtsumstrmbcurhllo
zxpayamtmaxstallcurhllo,房贷贷款下所有货币下本月应还款最大金额,zxpayamtmaxstallcurhllo
zxpayamtminstallcurhllo,房贷贷款下所有货币下本月应还款最小金额,zxpayamtminstallcurhllo
zxpayamtavgstallcurhllo,房贷贷款下所有货币下本月应还款平均金额,zxpayamtavgstallcurhllo
zxpayamtsumstallcurhllo,房贷贷款下所有货币下本月应还款总和金额,zxpayamtsumstallcurhllo
zxpayamtmaxstrmbcurcarllo,车贷贷款下人民币货币下本月应还款最大金额,zxpayamtmaxstrmbcurcarllo
zxpayamtminstrmbcurcarllo,车贷贷款下人民币货币下本月应还款最小金额,zxpayamtminstrmbcurcarllo
zxpayamtavgstrmbcurcarllo,车贷贷款下人民币货币下本月应还款平均金额,zxpayamtavgstrmbcurcarllo
zxpayamtsumstrmbcurcarllo,车贷贷款下人民币货币下本月应还款总和金额,zxpayamtsumstrmbcurcarllo
zxpayamtmaxstallcurcarllo,车贷贷款下所有货币下本月应还款最大金额,zxpayamtmaxstallcurcarllo
zxpayamtminstallcurcarllo,车贷贷款下所有货币下本月应还款最小金额,zxpayamtminstallcurcarllo
zxpayamtavgstallcurcarllo,车贷贷款下所有货币下本月应还款平均金额,zxpayamtavgstallcurcarllo
zxpayamtsumstallcurcarllo,车贷贷款下所有货币下本月应还款总和金额,zxpayamtsumstallcurcarllo
zxpayamtmaxstrmbcurnhllo,非房贷贷款下人民币货币下本月应还款最大金额,zxpayamtmaxstrmbcurnhllo
zxpayamtminstrmbcurnhllo,非房贷贷款下人民币货币下本月应还款最小金额,zxpayamtminstrmbcurnhllo
zxpayamtavgstrmbcurnhllo,非房贷贷款下人民币货币下本月应还款平均金额,zxpayamtavgstrmbcurnhllo
zxpayamtsumstrmbcurnhllo,非房贷贷款下人民币货币下本月应还款总和金额,zxpayamtsumstrmbcurnhllo
zxpayamtmaxstallcurnhllo,非房贷贷款下所有货币下本月应还款最大金额,zxpayamtmaxstallcurnhllo
zxpayamtminstallcurnhllo,非房贷贷款下所有货币下本月应还款最小金额,zxpayamtminstallcurnhllo
zxpayamtavgstallcurnhllo,非房贷贷款下所有货币下本月应还款平均金额,zxpayamtavgstallcurnhllo
zxpayamtsumstallcurnhllo,非房贷贷款下所有货币下本月应还款总和金额,zxpayamtsumstallcurnhllo
zxpayamtmaxstrmbcuragrillo,农户贷款贷款下人民币货币下本月应还款最大金额,zxpayamtmaxstrmbcuragrillo
zxpayamtminstrmbcuragrillo,农户贷款贷款下人民币货币下本月应还款最小金额,zxpayamtminstrmbcuragrillo
zxpayamtavgstrmbcuragrillo,农户贷款贷款下人民币货币下本月应还款平均金额,zxpayamtavgstrmbcuragrillo
zxpayamtsumstrmbcuragrillo,农户贷款贷款下人民币货币下本月应还款总和金额,zxpayamtsumstrmbcuragrillo
zxpayamtmaxstallcuragrillo,农户贷款贷款下所有货币下本月应还款最大金额,zxpayamtmaxstallcuragrillo
zxpayamtminstallcuragrillo,农户贷款贷款下所有货币下本月应还款最小金额,zxpayamtminstallcuragrillo
zxpayamtavgstallcuragrillo,农户贷款贷款下所有货币下本月应还款平均金额,zxpayamtavgstallcuragrillo
zxpayamtsumstallcuragrillo,农户贷款贷款下所有货币下本月应还款总和金额,zxpayamtsumstallcuragrillo
zxpayamtmaxstrmbcurperbizllo,个人经营性贷款贷款下人民币货币下本月应还款最大金额,zxpayamtmaxstrmbcurperbizllo
zxpayamtminstrmbcurperbizllo,个人经营性贷款贷款下人民币货币下本月应还款最小金额,zxpayamtminstrmbcurperbizllo
zxpayamtavgstrmbcurperbizllo,个人经营性贷款贷款下人民币货币下本月应还款平均金额,zxpayamtavgstrmbcurperbizllo
zxpayamtsumstrmbcurperbizllo,个人经营性贷款贷款下人民币货币下本月应还款总和金额,zxpayamtsumstrmbcurperbizllo
zxpayamtmaxstallcurperbizllo,个人经营性贷款贷款下所有货币下本月应还款最大金额,zxpayamtmaxstallcurperbizllo
